"Habitattype";"Habitatsubtype";"Versie";"Indicator";"TaxongroepId";"Omschrijving";"NbnTaxonVersionKey";"WetNaam";"NedNaam";"WetNaamKort";"TaxonType"
"9130";"9130";"Versie 3";"invasieve exoten van de boom- en struiklaag";174;NA;"NHMSYS0000455700";"Ailanthus altissima (Mill.) Swingle";"Hemelboom";"Ailanthus altissima";"Species"
"9130";"9130";"Versie 3";"invasieve exoten van de boom- en struiklaag";174;NA;"NHMSYS0000456713";"Buddleja davidii Franch.";"Vlinderstruik";"Buddleja davidii";"Species"
"9130";"9130";"Versie 3";"invasieve exoten van de boom- en struiklaag";174;NA;"NBNSYS0000131494";"Chamaecyparis";NA;"Chamaecyparis";"Genus"
"9130";"9130";"Versie 3";"invasieve exoten van de boom- en struiklaag";174;NA;"NBNSYS0000136545";"Picea";NA;"Picea";"Genus"
"9130";"9130";"Versie 3";"invasieve exoten van de boom- en struiklaag";174;NA;"NBNSYS0000137071";"Pseudotsuga";NA;"Pseudotsuga";"Genus"
"9130";"9130";"Versie 3";"invasieve exoten van de kruidlaag";168;NA;"INBSYS0000004455";"Fallopia sachalinensis (F. Schmidt Petrop.) Ronse Decraene";"Sachalinse duizendknoop";"Fallopia sachalinensis";"Species"
"9130";"9130";"Versie 3";"invasieve exoten van de kruidlaag";168;NA;"INBSYS0000005076";"Heracleum mantegazzianum Somm. et Lev.";"Reuzenberenklauw";"Heracleum mantegazzianum";"Species"
"9130";"9130";"Versie 3";"invasieve exoten van de kruidlaag";168;NA;"INBSYS0000005170";"Lamium galeobdolon (L.) L. subsp. argentatum (Smejkal) J. Duvigneaud";"Bonte gele dovenetel";"Lamium galeobdolon (L.) L. subsp. argentatum";"Subspecies"
"9130";"9130";"Versie 3";"invasieve exoten van de kruidlaag";168;NA;"INBSYS0000005251";"Fallopia x bohemica (Chrtek et Chrtková) J.P. Bailey";"Japanse x Sachalinse duizendknoop";"Fallopia x bohemica";"Species hybrid"
"9130";"9130";"Versie 3";"invasieve exoten van de kruidlaag";168;NA;"NBNSYS0000003314";"Spiraea douglasii Hook.";"Douglaspluimspirea";"Spiraea douglasii";"Species"
"9130";"9130";"Versie 3";"invasieve exoten van de kruidlaag";168;NA;"NBNSYS0000003357";"Duchesnea indica (Andrews) Focke";"Schijnaardbei";"Duchesnea indica";"Species"
"9130";"9130";"Versie 3";"invasieve exoten van de kruidlaag";168;NA;"NBNSYS0000003762";"Fallopia japonica (Houtt.) Ronse Decraene";"Japanse duizendknoop";"Fallopia japonica";"Species"
"9130";"9130";"Versie 3";"invasieve exoten van de kruidlaag";168;NA;"NBNSYS0000041455";"Rhododendron";"Rododendron (G)";"Rhododendron";"Genus"
"9130";"9130";"Versie 3";"invasieve exoten van de kruidlaag";168;NA;"NHMSYS0000345661";"Rosa rubiginosa L.";"Egelantier";"Rosa rubiginosa";"Species"
"9130";"9130";"Versie 3";"invasieve exoten van de kruidlaag";168;NA;"NHMSYS0000462477";"Rosa rugosa Thunb.";"Rimpelroos";"Rosa rugosa";"Species"
"9130";"9130";"Versie 3";"invasieve exoten van de kruidlaag";168;NA;"NHMSYS0000463924";"Spiraea x billardii Hérincq";"Theeboompje x Douglasspirea";"Spiraea x billardii";"Species hybrid"
"9150";"9150";"Versie 2.0";"invasieve exoten";198;NA;"INBSYS0000005170";"Lamium galeobdolon (L.) L. subsp. argentatum (Smejkal) J. Duvigneaud";"Bonte gele dovenetel";"Lamium galeobdolon (L.) L. subsp. argentatum";"Subspecies"
"9150";"9150";"Versie 2.0";"invasieve exoten";198;NA;"NBNSYS0000003265";"Robinia pseudoacacia L.";"Robinia";"Robinia pseudoacacia";"Species"
"9150";"9150";"Versie 2.0";"invasieve exoten";198;NA;"NBNSYS0000003314";"Spiraea douglasii Hook.";"Douglaspluimspirea";"Spiraea douglasii";"Species"
"9150";"9150";"Versie 2.0";"invasieve exoten";198;NA;"NBNSYS0000003357";"Duchesnea indica (Andrews) Focke";"Schijnaardbei";"Duchesnea indica";"Species"
"9150";"9150";"Versie 2.0";"invasieve exoten";198;NA;"NBNSYS0000003762";"Fallopia japonica (Houtt.) Ronse Decraene";"Japanse duizendknoop";"Fallopia japonica";"Species"
"9150";"9150";"Versie 2.0";"invasieve exoten";198;NA;"NBNSYS0000011916";"Quercus rubra L.";"Amerikaanse eik";"Quercus rubra";"Species"
"9150";"9150";"Versie 2.0";"invasieve exoten";198;NA;"NBNSYS0000014213";"Prunus serotina Ehrh.";"Amerikaanse vogelkers";"Prunus serotina";"Species"
"9150";"9150";"Versie 2.0";"invasieve exoten";198;NA;"NBNSYS0000041455";"Rhododendron";"Rododendron (G)";"Rhododendron";"Genus"
"9150";"9150";"Versie 2.0";"invasieve exoten";198;NA;"NHMSYS0000462477";"Rosa rugosa Thunb.";"Rimpelroos";"Rosa rugosa";"Species"
"9150";"9150";"Versie 3";"invasieve exoten van de boom- en struiklaag";175;NA;"INBSYS0000004535";"Pinus pinaster Ait.";"Zeeden";"Pinus pinaster";"Species"
"9150";"9150";"Versie 3";"invasieve exoten van de boom- en struiklaag";175;NA;"NBNSYS0000003265";"Robinia pseudoacacia L.";"Robinia";"Robinia pseudoacacia";"Species"
"9150";"9150";"Versie 3";"invasieve exoten van de boom- en struiklaag";175;NA;"NBNSYS0000004624";"Larix";"Lork (G)";"Larix";"Genus"
"9150";"9150";"Versie 3";"invasieve exoten van de boom- en struiklaag";175;NA;"NBNSYS0000004631";"Pinus nigra Arnold";"Zwarte den";"Pinus nigra";"Species"
"9150";"9150";"Versie 3";"invasieve exoten van de boom- en struiklaag";175;NA;"NBNSYS0000011916";"Quercus rubra L.";"Amerikaanse eik";"Quercus rubra";"Species"
"9150";"9150";"Versie 3";"invasieve exoten van de boom- en struiklaag";175;NA;"NBNSYS0000014213";"Prunus serotina Ehrh.";"Amerikaanse vogelkers";"Prunus serotina";"Species"
"9150";"9150";"Versie 3";"invasieve exoten van de boom- en struiklaag";175;NA;"NBNSYS0000041455";"Rhododendron";"Rododendron (G)";"Rhododendron";"Genus"
"9150";"9150";"Versie 3";"invasieve exoten van de boom- en struiklaag";175;NA;"NBNSYS0000138432";"Thuja";"Levensboom (G)";"Thuja";"Genus"
"9150";"9150";"Versie 3";"invasieve exoten van de boom- en struiklaag";175;NA;"NBNSYS0000138719";"Tsuga";"Hemlockspar (G)";"Tsuga";"Genus"
"9150";"9150";"Versie 3";"invasieve exoten van de boom- en struiklaag";175;NA;"NHMSYS0000455700";"Ailanthus altissima (Mill.) Swingle";"Hemelboom";"Ailanthus altissima";"Species"
"9150";"9150";"Versie 3";"invasieve exoten van de boom- en struiklaag";175;NA;"NHMSYS0000456713";"Buddleja davidii Franch.";"Vlinderstruik";"Buddleja davidii";"Species"
"9150";"9150";"Versie 3";"invasieve exoten van de boom- en struiklaag";175;NA;"NBNSYS0000131494";"Chamaecyparis";NA;"Chamaecyparis";"Genus"
"9150";"9150";"Versie 3";"invasieve exoten van de boom- en struiklaag";175;NA;"NBNSYS0000136545";"Picea";NA;"Picea";"Genus"
"9150";"9150";"Versie 3";"invasieve exoten van de boom- en struiklaag";175;NA;"NBNSYS0000137071";"Pseudotsuga";NA;"Pseudotsuga";"Genus"
"9150";"9150";"Versie 3";"invasieve exoten van de kruidlaag";169;NA;"INBSYS0000004455";"Fallopia sachalinensis (F. Schmidt Petrop.) Ronse Decraene";"Sachalinse duizendknoop";"Fallopia sachalinensis";"Species"
"9150";"9150";"Versie 3";"invasieve exoten van de kruidlaag";169;NA;"INBSYS0000005076";"Heracleum mantegazzianum Somm. et Lev.";"Reuzenberenklauw";"Heracleum mantegazzianum";"Species"
"9150";"9150";"Versie 3";"invasieve exoten van de kruidlaag";169;NA;"INBSYS0000005170";"Lamium galeobdolon (L.) L. subsp. argentatum (Smejkal) J. Duvigneaud";"Bonte gele dovenetel";"Lamium galeobdolon (L.) L. subsp. argentatum";"Subspecies"
"9150";"9150";"Versie 3";"invasieve exoten van de kruidlaag";169;NA;"INBSYS0000005251";"Fallopia x bohemica (Chrtek et Chrtková) J.P. Bailey";"Japanse x Sachalinse duizendknoop";"Fallopia x bohemica";"Species hybrid"
"9150";"9150";"Versie 3";"invasieve exoten van de kruidlaag";169;NA;"NBNSYS0000003314";"Spiraea douglasii Hook.";"Douglaspluimspirea";"Spiraea douglasii";"Species"
"9150";"9150";"Versie 3";"invasieve exoten van de kruidlaag";169;NA;"NBNSYS0000003357";"Duchesnea indica (Andrews) Focke";"Schijnaardbei";"Duchesnea indica";"Species"
"9150";"9150";"Versie 3";"invasieve exoten van de kruidlaag";169;NA;"NBNSYS0000003762";"Fallopia japonica (Houtt.) Ronse Decraene";"Japanse duizendknoop";"Fallopia japonica";"Species"
"9150";"9150";"Versie 3";"invasieve exoten van de kruidlaag";169;NA;"NHMSYS0000462477";"Rosa rugosa Thunb.";"Rimpelroos";"Rosa rugosa";"Species"
"9150";"9150";"Versie 3";"invasieve exoten van de kruidlaag";169;NA;"NHMSYS0000463924";"Spiraea x billardii Hérincq";"Theeboompje x Douglasspirea";"Spiraea x billardii";"Species hybrid"
"9160";"9160";"Versie 2.0";"invasieve exoten";198;NA;"INBSYS0000005170";"Lamium galeobdolon (L.) L. subsp. argentatum (Smejkal) J. Duvigneaud";"Bonte gele dovenetel";"Lamium galeobdolon (L.) L. subsp. argentatum";"Subspecies"
"9160";"9160";"Versie 2.0";"invasieve exoten";198;NA;"NBNSYS0000003265";"Robinia pseudoacacia L.";"Robinia";"Robinia pseudoacacia";"Species"
"9160";"9160";"Versie 2.0";"invasieve exoten";198;NA;"NBNSYS0000003314";"Spiraea douglasii Hook.";"Douglaspluimspirea";"Spiraea douglasii";"Species"
"9160";"9160";"Versie 2.0";"invasieve exoten";198;NA;"NBNSYS0000003357";"Duchesnea indica (Andrews) Focke";"Schijnaardbei";"Duchesnea indica";"Species"
"9160";"9160";"Versie 2.0";"invasieve exoten";198;NA;"NBNSYS0000003762";"Fallopia japonica (Houtt.) Ronse Decraene";"Japanse duizendknoop";"Fallopia japonica";"Species"
"9160";"9160";"Versie 2.0";"invasieve exoten";198;NA;"NBNSYS0000011916";"Quercus rubra L.";"Amerikaanse eik";"Quercus rubra";"Species"
"9160";"9160";"Versie 2.0";"invasieve exoten";198;NA;"NBNSYS0000014213";"Prunus serotina Ehrh.";"Amerikaanse vogelkers";"Prunus serotina";"Species"
"9160";"9160";"Versie 2.0";"invasieve exoten";198;NA;"NBNSYS0000041455";"Rhododendron";"Rododendron (G)";"Rhododendron";"Genus"
"9160";"9160";"Versie 2.0";"invasieve exoten";198;NA;"NHMSYS0000462477";"Rosa rugosa Thunb.";"Rimpelroos";"Rosa rugosa";"Species"
"9160";"9160";"Versie 3";"invasieve exoten van de boom- en struiklaag";174;NA;"INBSYS0000004535";"Pinus pinaster Ait.";"Zeeden";"Pinus pinaster";"Species"
"9160";"9160";"Versie 3";"invasieve exoten van de boom- en struiklaag";174;NA;"NBNSYS0000003265";"Robinia pseudoacacia L.";"Robinia";"Robinia pseudoacacia";"Species"
"9160";"9160";"Versie 3";"invasieve exoten van de boom- en struiklaag";174;NA;"NBNSYS0000004631";"Pinus nigra Arnold";"Zwarte den";"Pinus nigra";"Species"
"9160";"9160";"Versie 3";"invasieve exoten van de boom- en struiklaag";174;NA;"NBNSYS0000011916";"Quercus rubra L.";"Amerikaanse eik";"Quercus rubra";"Species"
"9160";"9160";"Versie 3";"invasieve exoten van de boom- en struiklaag";174;NA;"NBNSYS0000014213";"Prunus serotina Ehrh.";"Amerikaanse vogelkers";"Prunus serotina";"Species"
"9160";"9160";"Versie 3";"invasieve exoten van de boom- en struiklaag";174;NA;"NBNSYS0000041455";"Rhododendron";"Rododendron (G)";"Rhododendron";"Genus"
"9160";"9160";"Versie 3";"invasieve exoten van de boom- en struiklaag";174;NA;"NBNSYS0000138432";"Thuja";"Levensboom (G)";"Thuja";"Genus"
"9160";"9160";"Versie 3";"invasieve exoten van de boom- en struiklaag";174;NA;"NBNSYS0000138719";"Tsuga";"Hemlockspar (G)";"Tsuga";"Genus"
"9160";"9160";"Versie 3";"invasieve exoten van de boom- en struiklaag";174;NA;"NBNSYS0000139224";"Abies";"Zilverspar (G)";"Abies";"Genus"
"9160";"9160";"Versie 3";"invasieve exoten van de boom- en struiklaag";174;NA;"NHMSYS0000455700";"Ailanthus altissima (Mill.) Swingle";"Hemelboom";"Ailanthus altissima";"Species"
"9160";"9160";"Versie 3";"invasieve exoten van de boom- en struiklaag";174;NA;"NHMSYS0000456713";"Buddleja davidii Franch.";"Vlinderstruik";"Buddleja davidii";"Species"
"9160";"9160";"Versie 3";"invasieve exoten van de boom- en struiklaag";174;NA;"NBNSYS0000131494";"Chamaecyparis";NA;"Chamaecyparis";"Genus"
"9160";"9160";"Versie 3";"invasieve exoten van de boom- en struiklaag";174;NA;"NBNSYS0000136545";"Picea";NA;"Picea";"Genus"
"9160";"9160";"Versie 3";"invasieve exoten van de boom- en struiklaag";174;NA;"NBNSYS0000137071";"Pseudotsuga";NA;"Pseudotsuga";"Genus"
"9160";"9160";"Versie 3";"invasieve exoten van de kruidlaag";170;NA;"INBSYS0000004455";"Fallopia sachalinensis (F. Schmidt Petrop.) Ronse Decraene";"Sachalinse duizendknoop";"Fallopia sachalinensis";"Species"
"9160";"9160";"Versie 3";"invasieve exoten van de kruidlaag";170;NA;"INBSYS0000005076";"Heracleum mantegazzianum Somm. et Lev.";"Reuzenberenklauw";"Heracleum mantegazzianum";"Species"
"9160";"9160";"Versie 3";"invasieve exoten van de kruidlaag";170;NA;"INBSYS0000005170";"Lamium galeobdolon (L.) L. subsp. argentatum (Smejkal) J. Duvigneaud";"Bonte gele dovenetel";"Lamium galeobdolon (L.) L. subsp. argentatum";"Subspecies"
"9160";"9160";"Versie 3";"invasieve exoten van de kruidlaag";170;NA;"INBSYS0000005251";"Fallopia x bohemica (Chrtek et Chrtková) J.P. Bailey";"Japanse x Sachalinse duizendknoop";"Fallopia x bohemica";"Species hybrid"
"9160";"9160";"Versie 3";"invasieve exoten van de kruidlaag";170;NA;"NBNSYS0000003314";"Spiraea douglasii Hook.";"Douglaspluimspirea";"Spiraea douglasii";"Species"
"9160";"9160";"Versie 3";"invasieve exoten van de kruidlaag";170;NA;"NBNSYS0000003357";"Duchesnea indica (Andrews) Focke";"Schijnaardbei";"Duchesnea indica";"Species"
"9160";"9160";"Versie 3";"invasieve exoten van de kruidlaag";170;NA;"NBNSYS0000003762";"Fallopia japonica (Houtt.) Ronse Decraene";"Japanse duizendknoop";"Fallopia japonica";"Species"
"9160";"9160";"Versie 3";"invasieve exoten van de kruidlaag";170;NA;"NHMSYS0000462477";"Rosa rugosa Thunb.";"Rimpelroos";"Rosa rugosa";"Species"
"9160";"9160";"Versie 3";"invasieve exoten van de kruidlaag";170;NA;"NHMSYS0000463924";"Spiraea x billardii Hérincq";"Theeboompje x Douglasspirea";"Spiraea x billardii";"Species hybrid"
"9160";"9160";"Versie 3";"invasieve exoten van de kruidlaag";170;NA;"NBNSYS0000134805";"Lysichiton";NA;"Lysichiton";"Genus"
"9190";"9190";"Versie 2.0";"invasieve exoten";198;NA;"INBSYS0000005170";"Lamium galeobdolon (L.) L. subsp. argentatum (Smejkal) J. Duvigneaud";"Bonte gele dovenetel";"Lamium galeobdolon (L.) L. subsp. argentatum";"Subspecies"
"9190";"9190";"Versie 2.0";"invasieve exoten";198;NA;"NBNSYS0000003265";"Robinia pseudoacacia L.";"Robinia";"Robinia pseudoacacia";"Species"
"9190";"9190";"Versie 2.0";"invasieve exoten";198;NA;"NBNSYS0000003314";"Spiraea douglasii Hook.";"Douglaspluimspirea";"Spiraea douglasii";"Species"
"9190";"9190";"Versie 2.0";"invasieve exoten";198;NA;"NBNSYS0000003357";"Duchesnea indica (Andrews) Focke";"Schijnaardbei";"Duchesnea indica";"Species"
"9190";"9190";"Versie 2.0";"invasieve exoten";198;NA;"NBNSYS0000003762";"Fallopia japonica (Houtt.) Ronse Decraene";"Japanse duizendknoop";"Fallopia japonica";"Species"
"9190";"9190";"Versie 2.0";"invasieve exoten";198;NA;"NBNSYS0000011916";"Quercus rubra L.";"Amerikaanse eik";"Quercus rubra";"Species"
"9190";"9190";"Versie 2.0";"invasieve exoten";198;NA;"NBNSYS0000014213";"Prunus serotina Ehrh.";"Amerikaanse vogelkers";"Prunus serotina";"Species"
"9190";"9190";"Versie 2.0";"invasieve exoten";198;NA;"NBNSYS0000041455";"Rhododendron";"Rododendron (G)";"Rhododendron";"Genus"
"9190";"9190";"Versie 2.0";"invasieve exoten";198;NA;"NHMSYS0000462477";"Rosa rugosa Thunb.";"Rimpelroos";"Rosa rugosa";"Species"
"9190";"9190";"Versie 3";"invasieve exoten van de boom- en struiklaag";176;NA;"INBSYS0000004535";"Pinus pinaster Ait.";"Zeeden";"Pinus pinaster";"Species"
"9190";"9190";"Versie 3";"invasieve exoten van de boom- en struiklaag";176;NA;"NBNSYS0000003265";"Robinia pseudoacacia L.";"Robinia";"Robinia pseudoacacia";"Species"
"9190";"9190";"Versie 3";"invasieve exoten van de boom- en struiklaag";176;NA;"NBNSYS0000004631";"Pinus nigra Arnold";"Zwarte den";"Pinus nigra";"Species"
"9190";"9190";"Versie 3";"invasieve exoten van de boom- en struiklaag";176;NA;"NBNSYS0000011916";"Quercus rubra L.";"Amerikaanse eik";"Quercus rubra";"Species"
"9190";"9190";"Versie 3";"invasieve exoten van de boom- en struiklaag";176;NA;"NBNSYS0000014213";"Prunus serotina Ehrh.";"Amerikaanse vogelkers";"Prunus serotina";"Species"
"9190";"9190";"Versie 3";"invasieve exoten van de boom- en struiklaag";176;NA;"NBNSYS0000041455";"Rhododendron";"Rododendron (G)";"Rhododendron";"Genus"
"9190";"9190";"Versie 3";"invasieve exoten van de boom- en struiklaag";176;NA;"NBNSYS0000138432";"Thuja";"Levensboom (G)";"Thuja";"Genus"
"9190";"9190";"Versie 3";"invasieve exoten van de boom- en struiklaag";176;NA;"NBNSYS0000138719";"Tsuga";"Hemlockspar (G)";"Tsuga";"Genus"
"9190";"9190";"Versie 3";"invasieve exoten van de boom- en struiklaag";176;NA;"NHMSYS0000455700";"Ailanthus altissima (Mill.) Swingle";"Hemelboom";"Ailanthus altissima";"Species"
"9190";"9190";"Versie 3";"invasieve exoten van de boom- en struiklaag";176;NA;"NHMSYS0000456713";"Buddleja davidii Franch.";"Vlinderstruik";"Buddleja davidii";"Species"
"9190";"9190";"Versie 3";"invasieve exoten van de boom- en struiklaag";176;NA;"NBNSYS0000131494";"Chamaecyparis";NA;"Chamaecyparis";"Genus"
"9190";"9190";"Versie 3";"invasieve exoten van de boom- en struiklaag";176;NA;"NBNSYS0000136545";"Picea";NA;"Picea";"Genus"
"9190";"9190";"Versie 3";"invasieve exoten van de boom- en struiklaag";176;NA;"NBNSYS0000137071";"Pseudotsuga";NA;"Pseudotsuga";"Genus"
"9190";"9190";"Versie 3";"invasieve exoten van de kruidlaag";169;NA;"INBSYS0000004455";"Fallopia sachalinensis (F. Schmidt Petrop.) Ronse Decraene";"Sachalinse duizendknoop";"Fallopia sachalinensis";"Species"
"9190";"9190";"Versie 3";"invasieve exoten van de kruidlaag";169;NA;"INBSYS0000005076";"Heracleum mantegazzianum Somm. et Lev.";"Reuzenberenklauw";"Heracleum mantegazzianum";"Species"
"9190";"9190";"Versie 3";"invasieve exoten van de kruidlaag";169;NA;"INBSYS0000005170";"Lamium galeobdolon (L.) L. subsp. argentatum (Smejkal) J. Duvigneaud";"Bonte gele dovenetel";"Lamium galeobdolon (L.) L. subsp. argentatum";"Subspecies"
"9190";"9190";"Versie 3";"invasieve exoten van de kruidlaag";169;NA;"INBSYS0000005251";"Fallopia x bohemica (Chrtek et Chrtková) J.P. Bailey";"Japanse x Sachalinse duizendknoop";"Fallopia x bohemica";"Species hybrid"
"9190";"9190";"Versie 3";"invasieve exoten van de kruidlaag";169;NA;"NBNSYS0000003314";"Spiraea douglasii Hook.";"Douglaspluimspirea";"Spiraea douglasii";"Species"
"9190";"9190";"Versie 3";"invasieve exoten van de kruidlaag";169;NA;"NBNSYS0000003357";"Duchesnea indica (Andrews) Focke";"Schijnaardbei";"Duchesnea indica";"Species"
"9190";"9190";"Versie 3";"invasieve exoten van de kruidlaag";169;NA;"NBNSYS0000003762";"Fallopia japonica (Houtt.) Ronse Decraene";"Japanse duizendknoop";"Fallopia japonica";"Species"
"9190";"9190";"Versie 3";"invasieve exoten van de kruidlaag";169;NA;"NHMSYS0000462477";"Rosa rugosa Thunb.";"Rimpelroos";"Rosa rugosa";"Species"
"9190";"9190";"Versie 3";"invasieve exoten van de kruidlaag";169;NA;"NHMSYS0000463924";"Spiraea x billardii Hérincq";"Theeboompje x Douglasspirea";"Spiraea x billardii";"Species hybrid"
"91E0";"91E0_sf";"Versie 3";"invasieve exoten";166;NA;"INBSYS0000004455";"Fallopia sachalinensis (F. Schmidt Petrop.) Ronse Decraene";"Sachalinse duizendknoop";"Fallopia sachalinensis";"Species"
"91E0";"91E0_sf";"Versie 3";"invasieve exoten";166;NA;"INBSYS0000005076";"Heracleum mantegazzianum Somm. et Lev.";"Reuzenberenklauw";"Heracleum mantegazzianum";"Species"
"91E0";"91E0_sf";"Versie 3";"invasieve exoten";166;NA;"INBSYS0000005170";"Lamium galeobdolon (L.) L. subsp. argentatum (Smejkal) J. Duvigneaud";"Bonte gele dovenetel";"Lamium galeobdolon (L.) L. subsp. argentatum";"Subspecies"
"91E0";"91E0_sf";"Versie 3";"invasieve exoten";166;NA;"INBSYS0000005251";"Fallopia x bohemica (Chrtek et Chrtková) J.P. Bailey";"Japanse x Sachalinse duizendknoop";"Fallopia x bohemica";"Species hybrid"
"91E0";"91E0_sf";"Versie 3";"invasieve exoten";166;NA;"NBNSYS0000003187";"Impatiens capensis Meerb.";"Oranje springzaad";"Impatiens capensis";"Species"
"91E0";"91E0_sf";"Versie 3";"invasieve exoten";166;NA;"NBNSYS0000003189";"Impatiens glandulifera Royle";"Reuzenbalsemien";"Impatiens glandulifera";"Species"
"91E0";"91E0_sf";"Versie 3";"invasieve exoten";166;NA;"NBNSYS0000003314";"Spiraea douglasii Hook.";"Douglaspluimspirea";"Spiraea douglasii";"Species"
"91E0";"91E0_sf";"Versie 3";"invasieve exoten";166;NA;"NBNSYS0000003357";"Duchesnea indica (Andrews) Focke";"Schijnaardbei";"Duchesnea indica";"Species"
"91E0";"91E0_sf";"Versie 3";"invasieve exoten";166;NA;"NBNSYS0000003762";"Fallopia japonica (Houtt.) Ronse Decraene";"Japanse duizendknoop";"Fallopia japonica";"Species"
"91E0";"91E0_sf";"Versie 3";"invasieve exoten";166;NA;"NBNSYS0000004084";"Mimulus guttatus DC.";"Gele maskerbloem";"Mimulus guttatus";"Species"
"91E0";"91E0_sf";"Versie 3";"invasieve exoten";166;NA;"NHMSYS0000459879";"Impatiens balfourii Hook. f.";"Tweekleurig Springzaad";"Impatiens balfourii";"Species"
"91E0";"91E0_sf";"Versie 3";"invasieve exoten";166;NA;"NHMSYS0000462477";"Rosa rugosa Thunb.";"Rimpelroos";"Rosa rugosa";"Species"
"91E0";"91E0_sf";"Versie 3";"invasieve exoten";166;NA;"NHMSYS0000463924";"Spiraea x billardii Hérincq";"Theeboompje x Douglasspirea";"Spiraea x billardii";"Species hybrid"
"91E0";"91E0_sf";"Versie 3";"invasieve exoten";166;NA;"NBNSYS0000134805";"Lysichiton";NA;"Lysichiton";"Genus"
"91E0";"91E0_va";"Versie 2.0";"invasieve exoten";199;NA;"INBSYS0000005170";"Lamium galeobdolon (L.) L. subsp. argentatum (Smejkal) J. Duvigneaud";"Bonte gele dovenetel";"Lamium galeobdolon (L.) L. subsp. argentatum";"Subspecies"
"91E0";"91E0_va";"Versie 2.0";"invasieve exoten";199;NA;"NBNSYS0000003189";"Impatiens glandulifera Royle";"Reuzenbalsemien";"Impatiens glandulifera";"Species"
"91E0";"91E0_va";"Versie 2.0";"invasieve exoten";199;NA;"NBNSYS0000003265";"Robinia pseudoacacia L.";"Robinia";"Robinia pseudoacacia";"Species"
"91E0";"91E0_va";"Versie 2.0";"invasieve exoten";199;NA;"NBNSYS0000003314";"Spiraea douglasii Hook.";"Douglaspluimspirea";"Spiraea douglasii";"Species"
"91E0";"91E0_va";"Versie 2.0";"invasieve exoten";199;NA;"NBNSYS0000003357";"Duchesnea indica (Andrews) Focke";"Schijnaardbei";"Duchesnea indica";"Species"
"91E0";"91E0_va";"Versie 2.0";"invasieve exoten";199;NA;"NBNSYS0000003762";"Fallopia japonica (Houtt.) Ronse Decraene";"Japanse duizendknoop";"Fallopia japonica";"Species"
"91E0";"91E0_va";"Versie 2.0";"invasieve exoten";199;NA;"NBNSYS0000011916";"Quercus rubra L.";"Amerikaanse eik";"Quercus rubra";"Species"
"91E0";"91E0_va";"Versie 2.0";"invasieve exoten";199;NA;"NBNSYS0000014213";"Prunus serotina Ehrh.";"Amerikaanse vogelkers";"Prunus serotina";"Species"
"91E0";"91E0_va";"Versie 2.0";"invasieve exoten";199;NA;"NHMSYS0000462477";"Rosa rugosa Thunb.";"Rimpelroos";"Rosa rugosa";"Species"
"91E0";"91E0_va";"Versie 3";"invasieve exoten van de boom- en struiklaag";179;NA;"INBSYS0000004535";"Pinus pinaster Ait.";"Zeeden";"Pinus pinaster";"Species"
"91E0";"91E0_va";"Versie 3";"invasieve exoten van de boom- en struiklaag";179;NA;"NBNSYS0000003265";"Robinia pseudoacacia L.";"Robinia";"Robinia pseudoacacia";"Species"
"91E0";"91E0_va";"Versie 3";"invasieve exoten van de boom- en struiklaag";179;NA;"NBNSYS0000004631";"Pinus nigra Arnold";"Zwarte den";"Pinus nigra";"Species"
"91E0";"91E0_va";"Versie 3";"invasieve exoten van de boom- en struiklaag";179;NA;"NBNSYS0000011916";"Quercus rubra L.";"Amerikaanse eik";"Quercus rubra";"Species"
"91E0";"91E0_va";"Versie 3";"invasieve exoten van de boom- en struiklaag";179;NA;"NBNSYS0000014213";"Prunus serotina Ehrh.";"Amerikaanse vogelkers";"Prunus serotina";"Species"
"91E0";"91E0_va";"Versie 3";"invasieve exoten van de boom- en struiklaag";179;NA;"NBNSYS0000041455";"Rhododendron";"Rododendron (G)";"Rhododendron";"Genus"
"91E0";"91E0_va";"Versie 3";"invasieve exoten van de boom- en struiklaag";179;NA;"NBNSYS0000138432";"Thuja";"Levensboom (G)";"Thuja";"Genus"
"91E0";"91E0_va";"Versie 3";"invasieve exoten van de boom- en struiklaag";179;NA;"NBNSYS0000138719";"Tsuga";"Hemlockspar (G)";"Tsuga";"Genus"
"91E0";"91E0_va";"Versie 3";"invasieve exoten van de boom- en struiklaag";179;NA;"NBNSYS0000139224";"Abies";"Zilverspar (G)";"Abies";"Genus"
"91E0";"91E0_va";"Versie 3";"invasieve exoten van de boom- en struiklaag";179;NA;"NHMSYS0000455700";"Ailanthus altissima (Mill.) Swingle";"Hemelboom";"Ailanthus altissima";"Species"
"91E0";"91E0_va";"Versie 3";"invasieve exoten van de boom- en struiklaag";179;NA;"NBNSYS0000131494";"Chamaecyparis";NA;"Chamaecyparis";"Genus"
"91E0";"91E0_va";"Versie 3";"invasieve exoten van de boom- en struiklaag";179;NA;"NBNSYS0000136545";"Picea";NA;"Picea";"Genus"
"91E0";"91E0_va";"Versie 3";"invasieve exoten van de boom- en struiklaag";179;NA;"NBNSYS0000137071";"Pseudotsuga";NA;"Pseudotsuga";"Genus"
"91E0";"91E0_va";"Versie 3";"invasieve exoten van de kruidlaag";166;NA;"INBSYS0000004455";"Fallopia sachalinensis (F. Schmidt Petrop.) Ronse Decraene";"Sachalinse duizendknoop";"Fallopia sachalinensis";"Species"
