"";"ID";"Criterium";"Indicator";"Voorwaarde";"Type";"Invoertype";"Eenheid";"Waarde"
"1559";"AN_VVM_001_3130n_16";"Verstoring";"vergrassing";"bedekking vergrassing";"Percentage";NA;"%";0
"1560";"AN_VVM_001_3130n_16";"Verstoring";"verzuring";"bedekking verzuring";"Percentage";NA;"%";80
"1561";"WV_LEI_003_3150_17";"Verstoring";"eutrofiëring";"bedekking eutrofiëring";"Percentage";NA;"%";10
"1562";"WV_LEI_003_3150_17";"Verstoring";"invasieve exoten";"bedekking invasieve exoten";"Percentage";NA;"%";15
"1563";"LI_WIK_007_3130n_16";"Verstoring";"eutrofiëring";"bedekking eutrofiëring";"Percentage";NA;"%";0,5
"1564";"LI_WIK_007_3130n_16";"Verstoring";"invasieve exoten";"bedekking invasieve exoten";"Percentage";NA;"%";0
"1565";"LI_WIK_007_3130n_16";"Verstoring";"vergrassing";"bedekking vergrassing";"Percentage";NA;"%";0,5
"1566";"LI_WIK_007_3130n_16";"Verstoring";"verzuring";"bedekking verzuring";"Percentage";NA;"%";0,5
"1567";"AN_RAV_003_3130a_18";"Verstoring";"eutrofiëring";"bedekking eutrofiëring";"Percentage";NA;"%";34
"1568";"AN_RAV_003_3130a_18";"Verstoring";"invasieve exoten";"bedekking invasieve exoten";"Percentage";NA;"%";0
"1569";"AN_RAV_003_3130a_18";"Verstoring";"vergrassing";"bedekking vergrassing";"Percentage";NA;"%";1
"1570";"AN_RAV_003_3130a_18";"Verstoring";"verzuring";"bedekking verzuring";"Percentage";NA;"%";1
"1571";"LI_HAG_002_3130a_18";"Verstoring";"eutrofiëring";"bedekking eutrofiëring";"Percentage";NA;"%";21
"1572";"LI_HAG_002_3130a_18";"Verstoring";"invasieve exoten";"bedekking invasieve exoten";"Percentage";NA;"%";0
"1573";"LI_HAG_002_3130a_18";"Verstoring";"vergrassing";"bedekking vergrassing";"Percentage";NA;"%";20
"1574";"LI_HAG_002_3130a_18";"Verstoring";"verzuring";"bedekking verzuring";"Percentage";NA;"%";35
"1575";"AN_VVM_003_3130a_18";"Verstoring";"eutrofiëring";"bedekking eutrofiëring";"Percentage";NA;"%";2
"1576";"AN_VVM_003_3130a_18";"Verstoring";"invasieve exoten";"bedekking invasieve exoten";"Percentage";NA;"%";0
"1577";"AN_VVM_003_3130a_18";"Verstoring";"vergrassing";"bedekking vergrassing";"Percentage";NA;"%";0
"1578";"AN_VVM_003_3130a_18";"Verstoring";"verzuring";"bedekking verzuring";"Percentage";NA;"%";75
"1579";"VB_ASD_001_3130a_18";"Verstoring";"eutrofiëring";"bedekking eutrofiëring";"Percentage";NA;"%";15
"1580";"VB_ASD_001_3130a_18";"Verstoring";"invasieve exoten";"bedekking invasieve exoten";"Percentage";NA;"%";0
"1581";"VB_ASD_001_3130a_18";"Verstoring";"vergrassing";"bedekking vergrassing";"Percentage";NA;"%";0
"1582";"VB_ASD_001_3130a_18";"Verstoring";"verzuring";"bedekking verzuring";"Percentage";NA;"%";15
"1583";"LI_HAG_001_3160_18";"Verstoring";"eutrofiëring";"bedekking eutrofiëring";"Percentage";NA;"%";35
"1584";"LI_HAG_001_3160_18";"Verstoring";"invasieve exoten";"bedekking invasieve exoten";"Percentage";NA;"%";0
"1585";"LI_HAG_001_3160_18";"Verstoring";"vergrassing";"bedekking vergrassing";"Percentage";NA;"%";35
"1586";"LI_HAG_001_3160_18";"Verstoring";"verzuring";"bedekking verzuring";"Percentage";NA;"%";25
"1587";"LI_VZB_007_3160_18";"Verstoring";"eutrofiëring";"bedekking eutrofiëring";"Percentage";NA;"%";1
"1588";"LI_VZB_007_3160_18";"Verstoring";"invasieve exoten";"bedekking invasieve exoten";"Percentage";NA;"%";0
"1589";"LI_VZB_007_3160_18";"Verstoring";"vergrassing";"bedekking vergrassing";"Percentage";NA;"%";0,5
"1590";"LI_VZB_007_3160_18";"Verstoring";"verzuring";"bedekking verzuring";"Percentage";NA;"%";0,5
"1591";"LI_VZB_002_3160_18";"Verstoring";"eutrofiëring";"bedekking eutrofiëring";"Percentage";NA;"%";4
"1592";"LI_VZB_002_3160_18";"Verstoring";"invasieve exoten";"bedekking invasieve exoten";"Percentage";NA;"%";0
"1593";"LI_VZB_002_3160_18";"Verstoring";"vergrassing";"bedekking vergrassing";"Percentage";NA;"%";1
"1594";"LI_VZB_002_3160_18";"Verstoring";"verzuring";"bedekking verzuring";"Percentage";NA;"%";31
"1595";"LI_VZB_005_3130a_18";"Verstoring";"eutrofiëring";"bedekking eutrofiëring";"Percentage";NA;"%";35
"1596";"LI_VZB_005_3130a_18";"Verstoring";"invasieve exoten";"bedekking invasieve exoten";"Percentage";NA;"%";0
"1597";"LI_VZB_005_3130a_18";"Verstoring";"vergrassing";"bedekking vergrassing";"Percentage";NA;"%";0,5
"1598";"LI_VZB_005_3130a_18";"Verstoring";"verzuring";"bedekking verzuring";"Percentage";NA;"%";50
"1599";"LI_VZB_005_3160_18";"Verstoring";"eutrofiëring";"bedekking eutrofiëring";"Percentage";NA;"%";7
"1600";"LI_VZB_005_3160_18";"Verstoring";"invasieve exoten";"bedekking invasieve exoten";"Percentage";NA;"%";0
"1601";"LI_VZB_005_3160_18";"Verstoring";"vergrassing";"bedekking vergrassing";"Percentage";NA;"%";0,5
"1602";"LI_VZB_005_3160_18";"Verstoring";"verzuring";"bedekking verzuring";"Percentage";NA;"%";40
"1603";"AN_TVG_005_3110_18";"Verstoring";"eutrofiëring";"bedekking eutrofiëring";"Percentage";NA;"%";1
"1604";"AN_TVG_005_3110_18";"Verstoring";"invasieve exoten";"bedekking invasieve exoten";"Percentage";NA;"%";0
"1605";"AN_TVG_005_3110_18";"Verstoring";"vergrassing";"bedekking vergrassing";"Percentage";NA;"%";0,5
"1606";"AN_TVG_005_3110_18";"Verstoring";"verzuring";"bedekking verzuring";"Percentage";NA;"%";0,5
"1607";"AN_TVG_005_3130a_18";"Verstoring";"eutrofiëring";"bedekking eutrofiëring";"Percentage";NA;"%";1
"1608";"AN_TVG_005_3130a_18";"Verstoring";"invasieve exoten";"bedekking invasieve exoten";"Percentage";NA;"%";0
"1609";"AN_TVG_005_3130a_18";"Verstoring";"vergrassing";"bedekking vergrassing";"Percentage";NA;"%";0,5
"1610";"AN_TVG_005_3130a_18";"Verstoring";"verzuring";"bedekking verzuring";"Percentage";NA;"%";0,5
"1611";"AN_TVG_005_3130n_18";"Verstoring";"eutrofiëring";"bedekking eutrofiëring";"Percentage";NA;"%";1
"1612";"AN_TVG_005_3130n_18";"Verstoring";"invasieve exoten";"bedekking invasieve exoten";"Percentage";NA;"%";0
"1613";"AN_TVG_005_3130n_18";"Verstoring";"vergrassing";"bedekking vergrassing";"Percentage";NA;"%";0,5
"1614";"AN_TVG_005_3130n_18";"Verstoring";"verzuring";"bedekking verzuring";"Percentage";NA;"%";0,5
"1615";"AN_TVG_002_3130n_18";"Verstoring";"eutrofiëring";"bedekking eutrofiëring";"Percentage";NA;"%";1
"1616";"AN_TVG_002_3130n_18";"Verstoring";"invasieve exoten";"bedekking invasieve exoten";"Percentage";NA;"%";1
"1617";"AN_TVG_002_3130n_18";"Verstoring";"vergrassing";"bedekking vergrassing";"Percentage";NA;"%";0,5
"1618";"AN_TVG_002_3130n_18";"Verstoring";"verzuring";"bedekking verzuring";"Percentage";NA;"%";0,5
"1619";"AN_TVG_002_3110_18";"Verstoring";"eutrofiëring";"bedekking eutrofiëring";"Percentage";NA;"%";1
"1620";"AN_TVG_002_3110_18";"Verstoring";"invasieve exoten";"bedekking invasieve exoten";"Percentage";NA;"%";1
"1621";"AN_TVG_002_3110_18";"Verstoring";"vergrassing";"bedekking vergrassing";"Percentage";NA;"%";0,5
"1622";"AN_TVG_002_3110_18";"Verstoring";"verzuring";"bedekking verzuring";"Percentage";NA;"%";0,5
"1623";"AN_TVG_002_3130a_18";"Verstoring";"eutrofiëring";"bedekking eutrofiëring";"Percentage";NA;"%";1
"1624";"AN_TVG_002_3130a_18";"Verstoring";"invasieve exoten";"bedekking invasieve exoten";"Percentage";NA;"%";1
"1625";"AN_TVG_002_3130a_18";"Verstoring";"vergrassing";"bedekking vergrassing";"Percentage";NA;"%";0,5
"1626";"AN_TVG_002_3130a_18";"Verstoring";"verzuring";"bedekking verzuring";"Percentage";NA;"%";0,5
"1627";"LI_LOM_001_3130a_18";"Verstoring";"eutrofiëring";"bedekking eutrofiëring";"Percentage";NA;"%";4
"1628";"LI_LOM_001_3130a_18";"Verstoring";"invasieve exoten";"bedekking invasieve exoten";"Percentage";NA;"%";0
"1629";"LI_LOM_001_3130a_18";"Verstoring";"vergrassing";"bedekking vergrassing";"Percentage";NA;"%";2
"1630";"LI_LOM_001_3130a_18";"Verstoring";"verzuring";"bedekking verzuring";"Percentage";NA;"%";5
"1631";"AN_RPT_005_3150_18";"Verstoring";"eutrofiëring";"bedekking eutrofiëring";"Percentage";NA;"%";5
"1632";"AN_RPT_005_3150_18";"Verstoring";"invasieve exoten";"bedekking invasieve exoten";"Percentage";NA;"%";0,5
"1633";"AN_RPT_005_3140_18";"Verstoring";"eutrofiëring";"bedekking eutrofiëring";"Percentage";NA;"%";5
"1634";"AN_RPT_005_3140_18";"Verstoring";"invasieve exoten";"bedekking invasieve exoten";"Percentage";NA;"%";0,5
"1635";"LI_VZB_003_3130a_18";"Verstoring";"eutrofiëring";"bedekking eutrofiëring";"Percentage";NA;"%";5
"1636";"LI_VZB_003_3130a_18";"Verstoring";"invasieve exoten";"bedekking invasieve exoten";"Percentage";NA;"%";0
"1637";"LI_VZB_003_3130a_18";"Verstoring";"vergrassing";"bedekking vergrassing";"Percentage";NA;"%";3
"1638";"LI_VZB_003_3130a_18";"Verstoring";"verzuring";"bedekking verzuring";"Percentage";NA;"%";10
"1639";"LI_VZB_003_3160_18";"Verstoring";"eutrofiëring";"bedekking eutrofiëring";"Percentage";NA;"%";7
"1640";"LI_VZB_003_3160_18";"Verstoring";"invasieve exoten";"bedekking invasieve exoten";"Percentage";NA;"%";0
"1641";"LI_VZB_003_3160_18";"Verstoring";"vergrassing";"bedekking vergrassing";"Percentage";NA;"%";3
"1642";"LI_VZB_003_3160_18";"Verstoring";"verzuring";"bedekking verzuring";"Percentage";NA;"%";5
"1643";"AN_MEC_002_3150_18";"Verstoring";"eutrofiëring";"bedekking eutrofiëring";"Percentage";NA;"%";3
"1644";"AN_MEC_002_3150_18";"Verstoring";"invasieve exoten";"bedekking invasieve exoten";"Percentage";NA;"%";0
"1645";"AN_VOL_002_3130n_18";"Verstoring";"eutrofiëring";"bedekking eutrofiëring";"Percentage";NA;"%";22
"1646";"AN_VOL_002_3130n_18";"Verstoring";"invasieve exoten";"bedekking invasieve exoten";"Percentage";NA;"%";0
"1647";"AN_VOL_002_3130n_18";"Verstoring";"vergrassing";"bedekking vergrassing";"Percentage";NA;"%";0
"1648";"AN_VOL_002_3130n_18";"Verstoring";"verzuring";"bedekking verzuring";"Percentage";NA;"%";2
"1649";"AN_VOL_002_3130a_18";"Verstoring";"eutrofiëring";"bedekking eutrofiëring";"Percentage";NA;"%";0,5
"1650";"AN_VOL_002_3130a_18";"Verstoring";"invasieve exoten";"bedekking invasieve exoten";"Percentage";NA;"%";0
"1651";"AN_VOL_002_3130a_18";"Verstoring";"vergrassing";"bedekking vergrassing";"Percentage";NA;"%";0
"1652";"AN_VOL_002_3130a_18";"Verstoring";"verzuring";"bedekking verzuring";"Percentage";NA;"%";60
"1653";"LI_HAG_003_3160_18";"Verstoring";"eutrofiëring";"bedekking eutrofiëring";"Percentage";NA;"%";10
"1654";"LI_HAG_003_3160_18";"Verstoring";"invasieve exoten";"bedekking invasieve exoten";"Percentage";NA;"%";0
"1655";"LI_HAG_003_3160_18";"Verstoring";"vergrassing";"bedekking vergrassing";"Percentage";NA;"%";1
"1656";"LI_HAG_003_3160_18";"Verstoring";"verzuring";"bedekking verzuring";"Percentage";NA;"%";0
"1657";"LI_SLU_001_3130n_18";"Verstoring";"eutrofiëring";"bedekking eutrofiëring";"Percentage";NA;"%";1
"1658";"LI_SLU_001_3130n_18";"Verstoring";"invasieve exoten";"bedekking invasieve exoten";"Percentage";NA;"%";0
"1659";"LI_SLU_001_3130n_18";"Verstoring";"vergrassing";"bedekking vergrassing";"Percentage";NA;"%";1
"1660";"LI_SLU_001_3130n_18";"Verstoring";"verzuring";"bedekking verzuring";"Percentage";NA;"%";6
"1661";"LI_SLU_001_3130a_18";"Verstoring";"eutrofiëring";"bedekking eutrofiëring";"Percentage";NA;"%";1
"1662";"LI_SLU_001_3130a_18";"Verstoring";"invasieve exoten";"bedekking invasieve exoten";"Percentage";NA;"%";0
"1663";"LI_SLU_001_3130a_18";"Verstoring";"vergrassing";"bedekking vergrassing";"Percentage";NA;"%";1
"1664";"LI_SLU_001_3130a_18";"Verstoring";"verzuring";"bedekking verzuring";"Percentage";NA;"%";5
"1665";"LI_PIJ_002_3130a_17";"Verstoring";"eutrofiëring";"bedekking eutrofiëring";"Percentage";NA;"%";35
"1666";"LI_PIJ_002_3130a_17";"Verstoring";"invasieve exoten";"bedekking invasieve exoten";"Percentage";NA;"%";0
"1667";"LI_PIJ_002_3130a_17";"Verstoring";"vergrassing";"bedekking vergrassing";"Percentage";NA;"%";10
"1668";"LI_PIJ_002_3130a_17";"Verstoring";"verzuring";"bedekking verzuring";"Percentage";NA;"%";30
"1669";"LI_PIJ_002_3160_17";"Verstoring";"eutrofiëring";"bedekking eutrofiëring";"Percentage";NA;"%";20
"1670";"LI_PIJ_002_3160_17";"Verstoring";"invasieve exoten";"bedekking invasieve exoten";"Percentage";NA;"%";0
"1671";"LI_PIJ_002_3160_17";"Verstoring";"vergrassing";"bedekking vergrassing";"Percentage";NA;"%";10
"1672";"LI_PIJ_002_3160_17";"Verstoring";"verzuring";"bedekking verzuring";"Percentage";NA;"%";10
"1673";"AN_MOS_002_3160_18";"Verstoring";"eutrofiëring";"bedekking eutrofiëring";"Percentage";NA;"%";20
"1674";"AN_MOS_002_3160_18";"Verstoring";"invasieve exoten";"bedekking invasieve exoten";"Percentage";NA;"%";0
"1675";"AN_MOS_002_3160_18";"Verstoring";"vergrassing";"bedekking vergrassing";"Percentage";NA;"%";0
"1676";"AN_MOS_002_3160_18";"Verstoring";"verzuring";"bedekking verzuring";"Percentage";NA;"%";0
"1677";"LI_WIK_008_3130a_18";"Verstoring";"eutrofiëring";"bedekking eutrofiëring";"Percentage";NA;"%";0,5
"1678";"LI_WIK_008_3130a_18";"Verstoring";"invasieve exoten";"bedekking invasieve exoten";"Percentage";NA;"%";0
"1679";"LI_WIK_008_3130a_18";"Verstoring";"vergrassing";"bedekking vergrassing";"Percentage";NA;"%";0,5
"1680";"LI_WIK_008_3130a_18";"Verstoring";"verzuring";"bedekking verzuring";"Percentage";NA;"%";35
"1681";"AN_OLB_002_3130a_18";"Verstoring";"eutrofiëring";"bedekking eutrofiëring";"Percentage";NA;"%";5
"1682";"AN_OLB_002_3130a_18";"Verstoring";"invasieve exoten";"bedekking invasieve exoten";"Percentage";NA;"%";0
"1683";"AN_OLB_002_3130a_18";"Verstoring";"vergrassing";"bedekking vergrassing";"Percentage";NA;"%";2
"1684";"AN_OLB_002_3130a_18";"Verstoring";"verzuring";"bedekking verzuring";"Percentage";NA;"%";20
"1685";"OV_LIN_001_3150_18";"Verstoring";"eutrofiëring";"bedekking eutrofiëring";"Percentage";NA;"%";4
"1686";"OV_LIN_001_3150_18";"Verstoring";"invasieve exoten";"bedekking invasieve exoten";"Percentage";NA;"%";0
"1687";"LI_MOB_001_3130n_18";"Verstoring";"eutrofiëring";"bedekking eutrofiëring";"Percentage";NA;"%";20
"1688";"LI_MOB_001_3130n_18";"Verstoring";"invasieve exoten";"bedekking invasieve exoten";"Percentage";NA;"%";0
"1689";"LI_MOB_001_3130n_18";"Verstoring";"vergrassing";"bedekking vergrassing";"Percentage";NA;"%";0
"1690";"LI_MOB_001_3130n_18";"Verstoring";"verzuring";"bedekking verzuring";"Percentage";NA;"%";0,5
"1691";"LI_MOB_001_3150_18";"Verstoring";"eutrofiëring";"bedekking eutrofiëring";"Percentage";NA;"%";5
"1692";"LI_MOB_001_3150_18";"Verstoring";"invasieve exoten";"bedekking invasieve exoten";"Percentage";NA;"%";0
"1693";"OV_DON_003_3150_18";"Verstoring";"eutrofiëring";"bedekking eutrofiëring";"Percentage";NA;"%";2
"1694";"OV_DON_003_3150_18";"Verstoring";"invasieve exoten";"bedekking invasieve exoten";"Percentage";NA;"%";0
"1695";"LI_BAT_001_3130a_18";"Verstoring";"eutrofiëring";"bedekking eutrofiëring";"Percentage";NA;"%";20
"1696";"LI_BAT_001_3130a_18";"Verstoring";"invasieve exoten";"bedekking invasieve exoten";"Percentage";NA;"%";0
"1697";"LI_BAT_001_3130a_18";"Verstoring";"vergrassing";"bedekking vergrassing";"Percentage";NA;"%";1
"1698";"LI_BAT_001_3130a_18";"Verstoring";"verzuring";"bedekking verzuring";"Percentage";NA;"%";80
"1699";"LI_BAT_001_3160_18";"Verstoring";"eutrofiëring";"bedekking eutrofiëring";"Percentage";NA;"%";21
"1700";"LI_BAT_001_3160_18";"Verstoring";"invasieve exoten";"bedekking invasieve exoten";"Percentage";NA;"%";0
"1701";"LI_BAT_001_3160_18";"Verstoring";"vergrassing";"bedekking vergrassing";"Percentage";NA;"%";11
"1702";"LI_BAT_001_3160_18";"Verstoring";"verzuring";"bedekking verzuring";"Percentage";NA;"%";75
"1703";"LI_SCH_001_3130n_18";"Verstoring";"eutrofiëring";"bedekking eutrofiëring";"Percentage";NA;"%";10
"1704";"LI_SCH_001_3130n_18";"Verstoring";"invasieve exoten";"bedekking invasieve exoten";"Percentage";NA;"%";0
"1705";"LI_SCH_001_3130n_18";"Verstoring";"vergrassing";"bedekking vergrassing";"Percentage";NA;"%";0,5
"1706";"LI_SCH_001_3130n_18";"Verstoring";"verzuring";"bedekking verzuring";"Percentage";NA;"%";0,5
"1707";"WV_GUP_001_3130a_18";"Verstoring";"eutrofiëring";"bedekking eutrofiëring";"Percentage";NA;"%";15
"1708";"WV_GUP_001_3130a_18";"Verstoring";"invasieve exoten";"bedekking invasieve exoten";"Percentage";NA;"%";0
"1709";"WV_GUP_001_3130a_18";"Verstoring";"vergrassing";"bedekking vergrassing";"Percentage";NA;"%";0
"1710";"WV_GUP_001_3130a_18";"Verstoring";"verzuring";"bedekking verzuring";"Percentage";NA;"%";10
"1711";"WV_GUP_002_3130n_17";"Verstoring";"eutrofiëring";"bedekking eutrofiëring";"Percentage";NA;"%";5
"1712";"WV_GUP_002_3130n_17";"Verstoring";"invasieve exoten";"bedekking invasieve exoten";"Percentage";NA;"%";0
"1713";"WV_GUP_002_3130n_17";"Verstoring";"vergrassing";"bedekking vergrassing";"Percentage";NA;"%";1
"1714";"WV_GUP_002_3130n_17";"Verstoring";"verzuring";"bedekking verzuring";"Percentage";NA;"%";4
"1715";"WV_GUP_002_3130a_17";"Verstoring";"eutrofiëring";"bedekking eutrofiëring";"Percentage";NA;"%";5
"1716";"WV_GUP_002_3130a_17";"Verstoring";"invasieve exoten";"bedekking invasieve exoten";"Percentage";NA;"%";0
"1717";"WV_GUP_002_3130a_17";"Verstoring";"vergrassing";"bedekking vergrassing";"Percentage";NA;"%";1
"1718";"WV_GUP_002_3130a_17";"Verstoring";"verzuring";"bedekking verzuring";"Percentage";NA;"%";4
"1719";"LI_BER_004_3130a_18";"Verstoring";"eutrofiëring";"bedekking eutrofiëring";"Percentage";NA;"%";5
"1720";"LI_BER_004_3130a_18";"Verstoring";"invasieve exoten";"bedekking invasieve exoten";"Percentage";NA;"%";0
"1721";"LI_BER_004_3130a_18";"Verstoring";"vergrassing";"bedekking vergrassing";"Percentage";NA;"%";0,5
"1722";"LI_BER_004_3130a_18";"Verstoring";"verzuring";"bedekking verzuring";"Percentage";NA;"%";0,5
"1723";"AN_ZEG_004_3130a_18";"Verstoring";"eutrofiëring";"bedekking eutrofiëring";"Percentage";NA;"%";10
"1724";"AN_ZEG_004_3130a_18";"Verstoring";"invasieve exoten";"bedekking invasieve exoten";"Percentage";NA;"%";1
"1725";"AN_ZEG_004_3130a_18";"Verstoring";"vergrassing";"bedekking vergrassing";"Percentage";NA;"%";2
"1726";"AN_ZEG_004_3130a_18";"Verstoring";"verzuring";"bedekking verzuring";"Percentage";NA;"%";20
"1727";"OV_DAM_001_3150_18";"Verstoring";"eutrofiëring";"bedekking eutrofiëring";"Percentage";NA;"%";60
"1728";"OV_DAM_001_3150_18";"Verstoring";"invasieve exoten";"bedekking invasieve exoten";"Percentage";NA;"%";0,5
"1729";"LI_HOE_001_3130a_18";"Verstoring";"eutrofiëring";"bedekking eutrofiëring";"Percentage";NA;"%";3
"1730";"LI_HOE_001_3130a_18";"Verstoring";"invasieve exoten";"bedekking invasieve exoten";"Percentage";NA;"%";0
"1731";"LI_HOE_001_3130a_18";"Verstoring";"vergrassing";"bedekking vergrassing";"Percentage";NA;"%";1
"1732";"LI_HOE_001_3130a_18";"Verstoring";"verzuring";"bedekking verzuring";"Percentage";NA;"%";1
"1733";"AN_ZEG_002_3130n_17";"Verstoring";"eutrofiëring";"bedekking eutrofiëring";"Percentage";NA;"%";0,5
"1734";"AN_ZEG_002_3130n_17";"Verstoring";"invasieve exoten";"bedekking invasieve exoten";"Percentage";NA;"%";0
"1735";"AN_ZEG_002_3130n_17";"Verstoring";"vergrassing";"bedekking vergrassing";"Percentage";NA;"%";0,5
"1736";"AN_ZEG_002_3130n_17";"Verstoring";"verzuring";"bedekking verzuring";"Percentage";NA;"%";0,5
"1737";"AN_ZEG_002_3150_17";"Verstoring";"eutrofiëring";"bedekking eutrofiëring";"Percentage";NA;"%";0,5
"1738";"AN_ZEG_002_3150_17";"Verstoring";"invasieve exoten";"bedekking invasieve exoten";"Percentage";NA;"%";0
"1739";"LI_MLV_002_3130n_18";"Verstoring";"eutrofiëring";"bedekking eutrofiëring";"Percentage";NA;"%";50
"1740";"LI_MLV_002_3130n_18";"Verstoring";"invasieve exoten";"bedekking invasieve exoten";"Percentage";NA;"%";0
"1741";"LI_MLV_002_3130n_18";"Verstoring";"vergrassing";"bedekking vergrassing";"Percentage";NA;"%";0
"1742";"LI_MLV_002_3130n_18";"Verstoring";"verzuring";"bedekking verzuring";"Percentage";NA;"%";0
"1743";"AN_LDL_004_3130a_18";"Verstoring";"eutrofiëring";"bedekking eutrofiëring";"Percentage";NA;"%";22
"1744";"AN_LDL_004_3130a_18";"Verstoring";"invasieve exoten";"bedekking invasieve exoten";"Percentage";NA;"%";0
"1745";"AN_LDL_004_3130a_18";"Verstoring";"vergrassing";"bedekking vergrassing";"Percentage";NA;"%";1
"1746";"AN_LDL_004_3130a_18";"Verstoring";"verzuring";"bedekking verzuring";"Percentage";NA;"%";95
"1747";"AN_VVM_004_3130a_18";"Verstoring";"eutrofiëring";"bedekking eutrofiëring";"Percentage";NA;"%";45
"1748";"AN_VVM_004_3130a_18";"Verstoring";"invasieve exoten";"bedekking invasieve exoten";"Percentage";NA;"%";0
"1749";"AN_VVM_004_3130a_18";"Verstoring";"vergrassing";"bedekking vergrassing";"Percentage";NA;"%";40
"1750";"AN_VVM_004_3130a_18";"Verstoring";"verzuring";"bedekking verzuring";"Percentage";NA;"%";50
"1751";"AN_VVM_004_3160_18";"Verstoring";"eutrofiëring";"bedekking eutrofiëring";"Percentage";NA;"%";45
"1752";"AN_VVM_004_3160_18";"Verstoring";"invasieve exoten";"bedekking invasieve exoten";"Percentage";NA;"%";0
"1753";"AN_VVM_004_3160_18";"Verstoring";"vergrassing";"bedekking vergrassing";"Percentage";NA;"%";40
"1754";"AN_VVM_004_3160_18";"Verstoring";"verzuring";"bedekking verzuring";"Percentage";NA;"%";10
"1755";"LI_MLV_014_3130n_18";"Verstoring";"eutrofiëring";"bedekking eutrofiëring";"Percentage";NA;"%";1
"1756";"LI_MLV_014_3130n_18";"Verstoring";"invasieve exoten";"bedekking invasieve exoten";"Percentage";NA;"%";0,5
"1757";"LI_MLV_014_3130n_18";"Verstoring";"vergrassing";"bedekking vergrassing";"Percentage";NA;"%";0
"1758";"LI_MLV_014_3130n_18";"Verstoring";"verzuring";"bedekking verzuring";"Percentage";NA;"%";0
"1759";"AN_ENK_002_3130a_18";"Verstoring";"eutrofiëring";"bedekking eutrofiëring";"Percentage";NA;"%";30
"1760";"AN_ENK_002_3130a_18";"Verstoring";"invasieve exoten";"bedekking invasieve exoten";"Percentage";NA;"%";0
"1761";"AN_ENK_002_3130a_18";"Verstoring";"vergrassing";"bedekking vergrassing";"Percentage";NA;"%";10
"1762";"AN_ENK_002_3130a_18";"Verstoring";"verzuring";"bedekking verzuring";"Percentage";NA;"%";50
"1763";"AN_ENK_002_3160_18";"Verstoring";"eutrofiëring";"bedekking eutrofiëring";"Percentage";NA;"%";32
"1764";"AN_ENK_002_3160_18";"Verstoring";"invasieve exoten";"bedekking invasieve exoten";"Percentage";NA;"%";0
"1765";"AN_ENK_002_3160_18";"Verstoring";"vergrassing";"bedekking vergrassing";"Percentage";NA;"%";10
"1766";"AN_ENK_002_3160_18";"Verstoring";"verzuring";"bedekking verzuring";"Percentage";NA;"%";0,5
"1767";"AN_ENK_001_3160_18";"Verstoring";"eutrofiëring";"bedekking eutrofiëring";"Percentage";NA;"%";55
"1768";"AN_ENK_001_3160_18";"Verstoring";"invasieve exoten";"bedekking invasieve exoten";"Percentage";NA;"%";0
"1769";"AN_ENK_001_3160_18";"Verstoring";"vergrassing";"bedekking vergrassing";"Percentage";NA;"%";45
"1770";"AN_ENK_001_3160_18";"Verstoring";"verzuring";"bedekking verzuring";"Percentage";NA;"%";3
"1771";"LI_MLV_011_3130n_18";"Verstoring";"eutrofiëring";"bedekking eutrofiëring";"Percentage";NA;"%";3
"1772";"LI_MLV_011_3130n_18";"Verstoring";"invasieve exoten";"bedekking invasieve exoten";"Percentage";NA;"%";3
"1773";"LI_MLV_011_3130n_18";"Verstoring";"vergrassing";"bedekking vergrassing";"Percentage";NA;"%";0
"1774";"LI_MLV_011_3130n_18";"Verstoring";"verzuring";"bedekking verzuring";"Percentage";NA;"%";0
"1775";"VB_KOR_001_3150_18";"Verstoring";"eutrofiëring";"bedekking eutrofiëring";"Percentage";NA;"%";15
"1776";"VB_KOR_001_3150_18";"Verstoring";"invasieve exoten";"bedekking invasieve exoten";"Percentage";NA;"%";0,5
"1777";"LI_JUF_001_3130n_18";"Verstoring";"eutrofiëring";"bedekking eutrofiëring";"Percentage";NA;"%";15
"1778";"LI_JUF_001_3130n_18";"Verstoring";"invasieve exoten";"bedekking invasieve exoten";"Percentage";NA;"%";0
"1779";"LI_JUF_001_3130n_18";"Verstoring";"vergrassing";"bedekking vergrassing";"Percentage";NA;"%";10
"1780";"LI_JUF_001_3130n_18";"Verstoring";"verzuring";"bedekking verzuring";"Percentage";NA;"%";1
"1781";"LI_JUF_001_3130a_18";"Verstoring";"eutrofiëring";"bedekking eutrofiëring";"Percentage";NA;"%";10
"1782";"LI_JUF_001_3130a_18";"Verstoring";"invasieve exoten";"bedekking invasieve exoten";"Percentage";NA;"%";0
"1783";"LI_JUF_001_3130a_18";"Verstoring";"vergrassing";"bedekking vergrassing";"Percentage";NA;"%";10
"1784";"LI_JUF_001_3130a_18";"Verstoring";"verzuring";"bedekking verzuring";"Percentage";NA;"%";1
"1785";"WV_KPV_001_3150_17";"Verstoring";"eutrofiëring";"bedekking eutrofiëring";"Percentage";NA;"%";20
"1786";"WV_KPV_001_3150_17";"Verstoring";"invasieve exoten";"bedekking invasieve exoten";"Percentage";NA;"%";15
"1787";"OV_FON_002_3140_17";"Verstoring";"eutrofiëring";"bedekking eutrofiëring";"Percentage";NA;"%";75
