"";"ID";"Criterium";"Indicator";"Voorwaarde";"Type";"Invoertype";"Eenheid";"Waarde"
"599";"AN_BOG_001_3130n_17";"Structuur";"doorzicht";"voor diepe plassen : Secchi-diepte in m";"Decimaal getal";NA;NA;0
"600";"AN_DEB_001_3130a_18";"Structuur";"doorzicht";"voor diepe plassen : Secchi-diepte in m";"Decimaal getal";NA;NA;0
"601";"AN_DES_004_3130a_16";"Structuur";"doorzicht";"voor diepe plassen : Secchi-diepte in m";"Decimaal getal";NA;NA;0
"602";"AN_DES_004_3160_16";"Structuur";"doorzicht";"voor diepe plassen : Secchi-diepte in m";"Decimaal getal";NA;NA;0
"603";"AN_DVH_001_3130n_18";"Structuur";"doorzicht";"voor diepe plassen : Secchi-diepte in m";"Decimaal getal";NA;NA;0
"604";"AN_DVH_003_3130n_16";"Structuur";"doorzicht";"voor diepe plassen : Secchi-diepte in m";"Decimaal getal";NA;NA;0
"605";"AN_DVH_004_3130n_16";"Structuur";"doorzicht";"voor diepe plassen : Secchi-diepte in m";"Decimaal getal";NA;NA;0
"606";"AN_DVH_004_3140_16";"Structuur";"doorzicht";"voor diepe plassen : Secchi-diepte in m";"Decimaal getal";NA;NA;0
"607";"AN_DVH_005_3130a_18";"Structuur";"doorzicht";"voor diepe plassen : Secchi-diepte in m";"Decimaal getal";NA;NA;0
"608";"AN_DVH_005_3130n_18";"Structuur";"doorzicht";"voor diepe plassen : Secchi-diepte in m";"Decimaal getal";NA;NA;0
"609";"AN_DVH_007_3130n_17";"Structuur";"doorzicht";"voor diepe plassen : Secchi-diepte in m";"Decimaal getal";NA;NA;0
"610";"AN_E10_001_3130a_18";"Structuur";"doorzicht";"voor ondiepe plassen: Secchi-diepte in m";"Decimaal getal";NA;NA;0
"611";"AN_E10_001_3130n_18";"Structuur";"doorzicht";"voor ondiepe plassen: Secchi-diepte in m";"Decimaal getal";NA;NA;0
"612";"AN_E10_001_3140_18";"Structuur";"doorzicht";"voor ondiepe plassen: Secchi-diepte in m";"Decimaal getal";NA;NA;0
"613";"AN_E10_002_3130a_18";"Structuur";"doorzicht";"voor ondiepe plassen: Secchi-diepte in m";"Decimaal getal";NA;NA;0
"614";"AN_E10_002_3150_18";"Structuur";"doorzicht";"voor ondiepe plassen: Secchi-diepte in m";"Decimaal getal";NA;NA;0
"615";"AN_ENK_001_3160_18";"Structuur";"doorzicht";"voor diepe plassen : Secchi-diepte in m";"Decimaal getal";NA;NA;0
"616";"AN_ENK_002_3130a_18";"Structuur";"doorzicht";"voor diepe plassen : Secchi-diepte in m";"Decimaal getal";NA;NA;0
"617";"AN_ENK_002_3160_18";"Structuur";"doorzicht";"voor diepe plassen : Secchi-diepte in m";"Decimaal getal";NA;NA;0
"618";"AN_GIE_001_3130a_18";"Structuur";"doorzicht";"voor ondiepe plassen: Secchi-diepte in m";"Decimaal getal";NA;NA;0
"619";"AN_GIE_001_3130n_18";"Structuur";"doorzicht";"voor ondiepe plassen: Secchi-diepte in m";"Decimaal getal";NA;NA;0
"620";"AN_GKH_001_3130n_18";"Structuur";"doorzicht";"voor diepe plassen : Secchi-diepte in m";"Decimaal getal";NA;NA;0
"621";"AN_GRD_003_3130n_17";"Structuur";"doorzicht";"voor diepe plassen : Secchi-diepte in m";"Decimaal getal";NA;NA;0
"622";"AN_GRD_003_3140_17";"Structuur";"doorzicht";"voor diepe plassen : Secchi-diepte in m";"Decimaal getal";NA;NA;0
"623";"AN_GSV_002_3130n_16";"Structuur";"doorzicht";"voor diepe plassen : Secchi-diepte in m";"Decimaal getal";NA;NA;0
"624";"AN_GSV_003_3130a_17";"Structuur";"doorzicht";"voor diepe plassen : Secchi-diepte in m";"Decimaal getal";NA;NA;0
"625";"AN_GSV_004_3140_17";"Structuur";"doorzicht";"voor diepe plassen : Secchi-diepte in m";"Decimaal getal";NA;NA;0
"626";"AN_GSV_004_3150_17";"Structuur";"doorzicht";"voor diepe plassen : Secchi-diepte in m";"Decimaal getal";NA;NA;0
"627";"AN_GSV_005_3160_17";"Structuur";"doorzicht";"voor diepe plassen : Secchi-diepte in m";"Decimaal getal";NA;NA;0
"628";"AN_GSV_006_3160_17";"Structuur";"doorzicht";"voor diepe plassen : Secchi-diepte in m";"Decimaal getal";NA;NA;0
"629";"AN_HAZ_001_3140_14";"Structuur";"doorzicht";"voor ondiepe plassen: Secchi-diepte in m";"Decimaal getal";NA;NA;0
"630";"AN_KAL_003_3160_16";"Structuur";"doorzicht";"voor diepe plassen : Secchi-diepte in m";"Decimaal getal";NA;NA;0
"631";"AN_KAL_004_3130a_16";"Structuur";"doorzicht";"voor diepe plassen : Secchi-diepte in m";"Decimaal getal";NA;NA;0
"632";"AN_KAL_006_3160_17";"Structuur";"doorzicht";"voor diepe plassen : Secchi-diepte in m";"Decimaal getal";NA;NA;0
"633";"AN_KAL_007_3160_16";"Structuur";"doorzicht";"voor diepe plassen : Secchi-diepte in m";"Decimaal getal";NA;NA;0
"634";"AN_KDN_001_3130a_16";"Structuur";"doorzicht";"voor diepe plassen : Secchi-diepte in m";"Decimaal getal";NA;NA;0
"635";"AN_KDN_002_3130a_16";"Structuur";"doorzicht";"voor diepe plassen : Secchi-diepte in m";"Decimaal getal";NA;NA;0
"636";"AN_KDN_002_3140_16";"Structuur";"doorzicht";"voor diepe plassen : Secchi-diepte in m";"Decimaal getal";NA;NA;0
"637";"AN_KDN_003_3130a_17";"Structuur";"doorzicht";"voor diepe plassen : Secchi-diepte in m";"Decimaal getal";NA;NA;0
"638";"AN_KDN_003_3140_17";"Structuur";"doorzicht";"voor diepe plassen : Secchi-diepte in m";"Decimaal getal";NA;NA;0
"639";"AN_KSV_001_3160_18";"Structuur";"doorzicht";"voor diepe plassen : Secchi-diepte in m";"Decimaal getal";NA;NA;0
"640";"AN_KSV_004_3160_17";"Structuur";"doorzicht";"voor diepe plassen : Secchi-diepte in m";"Decimaal getal";NA;NA;0
"641";"AN_KSV_005_3160_17";"Structuur";"doorzicht";"voor diepe plassen : Secchi-diepte in m";"Decimaal getal";NA;NA;0
"642";"AN_KVD_003_3130a_17";"Structuur";"doorzicht";"voor diepe plassen : Secchi-diepte in m";"Decimaal getal";NA;NA;0
"643";"AN_KVD_003_3160_17";"Structuur";"doorzicht";"voor diepe plassen : Secchi-diepte in m";"Decimaal getal";NA;NA;0
"644";"AN_LDL_001_3160_16";"Structuur";"doorzicht";"voor diepe plassen : Secchi-diepte in m";"Decimaal getal";NA;NA;0
"645";"AN_LDL_002_3130a_16";"Structuur";"doorzicht";"voor diepe plassen : Secchi-diepte in m";"Decimaal getal";NA;NA;0
"646";"AN_LDL_003_3160_16";"Structuur";"doorzicht";"voor diepe plassen : Secchi-diepte in m";"Decimaal getal";NA;NA;0
"647";"AN_LDL_004_3130a_18";"Structuur";"doorzicht";"voor diepe plassen : Secchi-diepte in m";"Decimaal getal";NA;NA;0
"648";"AN_LIL_001_3130a_16";"Structuur";"doorzicht";"voor diepe plassen : Secchi-diepte in m";"Decimaal getal";NA;NA;0
"649";"AN_MEC_002_3150_18";"Structuur";"doorzicht";"voor diepe plassen : Secchi-diepte in m";"Decimaal getal";NA;NA;0
"650";"AN_MOE_001_3130a_17";"Structuur";"doorzicht";"voor diepe plassen : Secchi-diepte in m";"Decimaal getal";NA;NA;0
"651";"AN_MOE_001_3140_17";"Structuur";"doorzicht";"voor diepe plassen : Secchi-diepte in m";"Decimaal getal";NA;NA;0
"652";"AN_MOL_001_3130n_14";"Structuur";"doorzicht";"voor ondiepe plassen: Secchi-diepte in m";"Decimaal getal";NA;NA;0
"653";"AN_MOL_001_3140_14";"Structuur";"doorzicht";"voor ondiepe plassen: Secchi-diepte in m";"Decimaal getal";NA;NA;0
"654";"AN_MOL_001_3150_14";"Structuur";"doorzicht";"voor ondiepe plassen: Secchi-diepte in m";"Decimaal getal";NA;NA;0
"655";"AN_MOL_002_3150_14";"Structuur";"doorzicht";"voor ondiepe plassen: Secchi-diepte in m";"Decimaal getal";NA;NA;0
"656";"AN_MOL_003_3130a_16";"Structuur";"doorzicht";"voor diepe plassen : Secchi-diepte in m";"Decimaal getal";NA;NA;0
"657";"AN_MOL_003_3140_16";"Structuur";"doorzicht";"voor diepe plassen : Secchi-diepte in m";"Decimaal getal";NA;NA;0
"658";"AN_MOL_003_3160_16";"Structuur";"doorzicht";"voor diepe plassen : Secchi-diepte in m";"Decimaal getal";NA;NA;0
"659";"AN_MOS_002_3160_18";"Structuur";"doorzicht";"voor diepe plassen : Secchi-diepte in m";"Decimaal getal";NA;NA;0
"660";"AN_OLB_002_3130a_18";"Structuur";"doorzicht";"voor diepe plassen : Secchi-diepte in m";"Decimaal getal";NA;NA;0
"661";"AN_RAV_002_3130a_17";"Structuur";"doorzicht";"voor diepe plassen : Secchi-diepte in m";"Decimaal getal";NA;NA;0
"662";"AN_RAV_003_3130a_18";"Structuur";"doorzicht";"voor diepe plassen : Secchi-diepte in m";"Decimaal getal";NA;NA;0
"663";"AN_RPT_002_3130a_16";"Structuur";"doorzicht";"voor diepe plassen : Secchi-diepte in m";"Decimaal getal";NA;NA;0
"664";"AN_RPT_002_3130n_16";"Structuur";"doorzicht";"voor diepe plassen : Secchi-diepte in m";"Decimaal getal";NA;NA;0
"665";"AN_RPT_003_3130a_17";"Structuur";"doorzicht";"voor diepe plassen : Secchi-diepte in m";"Decimaal getal";NA;NA;0
"666";"AN_RPT_003_3130n_17";"Structuur";"doorzicht";"voor diepe plassen : Secchi-diepte in m";"Decimaal getal";NA;NA;0
"667";"AN_RPT_005_3140_18";"Structuur";"doorzicht";"voor diepe plassen : Secchi-diepte in m";"Decimaal getal";NA;NA;0
"668";"AN_RPT_005_3150_18";"Structuur";"doorzicht";"voor diepe plassen : Secchi-diepte in m";"Decimaal getal";NA;NA;0
"669";"AN_RVS_002_3130n_17";"Structuur";"doorzicht";"voor diepe plassen : Secchi-diepte in m";"Decimaal getal";NA;NA;0
"670";"AN_SEL_002_3150_17";"Structuur";"doorzicht";"voor diepe plassen : Secchi-diepte in m";"Decimaal getal";NA;NA;0
"671";"AN_SNE_003_3130a_16";"Structuur";"doorzicht";"voor diepe plassen : Secchi-diepte in m";"Decimaal getal";NA;NA;0
"672";"AN_SNE_003_3160_16";"Structuur";"doorzicht";"voor diepe plassen : Secchi-diepte in m";"Decimaal getal";NA;NA;0
"673";"AN_SNE_004_3130a_16";"Structuur";"doorzicht";"voor diepe plassen : Secchi-diepte in m";"Decimaal getal";NA;NA;0
"674";"AN_SNE_004_3160_16";"Structuur";"doorzicht";"voor diepe plassen : Secchi-diepte in m";"Decimaal getal";NA;NA;0
"675";"AN_SNE_006_3130a_18";"Structuur";"doorzicht";"voor diepe plassen : Secchi-diepte in m";"Decimaal getal";NA;NA;0
"676";"AN_SNE_008_3130a_18";"Structuur";"doorzicht";"voor diepe plassen : Secchi-diepte in m";"Decimaal getal";NA;NA;0
"677";"AN_SPB_002_3130a_18";"Structuur";"doorzicht";"voor diepe plassen : Secchi-diepte in m";"Decimaal getal";NA;NA;0
"678";"AN_STB_001_3150_17";"Structuur";"doorzicht";"voor diepe plassen : Secchi-diepte in m";"Decimaal getal";NA;NA;0
"679";"AN_TIE_002_3130a_17";"Structuur";"doorzicht";"voor diepe plassen : Secchi-diepte in m";"Decimaal getal";NA;NA;0
"680";"AN_TIE_002_3160_17";"Structuur";"doorzicht";"voor diepe plassen : Secchi-diepte in m";"Decimaal getal";NA;NA;0
"681";"AN_TIK_002_3130a_16";"Structuur";"doorzicht";"voor diepe plassen : Secchi-diepte in m";"Decimaal getal";NA;NA;0
"682";"AN_TUR_001_3130a_16";"Structuur";"doorzicht";"voor diepe plassen : Secchi-diepte in m";"Decimaal getal";NA;NA;0
"683";"AN_TVG_002_3110_18";"Structuur";"doorzicht";"voor diepe plassen : Secchi-diepte in m";"Decimaal getal";NA;NA;0
"684";"AN_TVG_002_3130a_18";"Structuur";"doorzicht";"voor diepe plassen : Secchi-diepte in m";"Decimaal getal";NA;NA;0
"685";"AN_TVG_002_3130n_18";"Structuur";"doorzicht";"voor diepe plassen : Secchi-diepte in m";"Decimaal getal";NA;NA;0
"686";"AN_TVG_003_3130a_16";"Structuur";"doorzicht";"voor diepe plassen : Secchi-diepte in m";"Decimaal getal";NA;NA;0
"687";"AN_TVG_003_3130n_16";"Structuur";"doorzicht";"voor diepe plassen : Secchi-diepte in m";"Decimaal getal";NA;NA;0
"688";"AN_TVG_004_3130a_16";"Structuur";"doorzicht";"voor diepe plassen : Secchi-diepte in m";"Decimaal getal";NA;NA;0
"689";"AN_TVG_005_3110_18";"Structuur";"doorzicht";"voor diepe plassen : Secchi-diepte in m";"Decimaal getal";NA;NA;0
"690";"AN_TVG_005_3130a_18";"Structuur";"doorzicht";"voor diepe plassen : Secchi-diepte in m";"Decimaal getal";NA;NA;0
"691";"AN_TVG_005_3130n_18";"Structuur";"doorzicht";"voor diepe plassen : Secchi-diepte in m";"Decimaal getal";NA;NA;0
"692";"AN_VOL_001_3130a_16";"Structuur";"doorzicht";"voor diepe plassen : Secchi-diepte in m";"Decimaal getal";NA;NA;0
"693";"AN_VOL_002_3130a_18";"Structuur";"doorzicht";"voor diepe plassen : Secchi-diepte in m";"Decimaal getal";NA;NA;0
"694";"AN_VOL_002_3130n_18";"Structuur";"doorzicht";"voor diepe plassen : Secchi-diepte in m";"Decimaal getal";NA;NA;0
"695";"AN_VVM_001_3130n_16";"Structuur";"doorzicht";"voor diepe plassen : Secchi-diepte in m";"Decimaal getal";NA;NA;0
"696";"AN_VVM_002_3160_16";"Structuur";"doorzicht";"voor diepe plassen : Secchi-diepte in m";"Decimaal getal";NA;NA;0
"697";"AN_VVM_003_3130a_18";"Structuur";"doorzicht";"voor diepe plassen : Secchi-diepte in m";"Decimaal getal";NA;NA;0
"698";"AN_VVM_004_3130a_18";"Structuur";"doorzicht";"voor diepe plassen : Secchi-diepte in m";"Decimaal getal";NA;NA;0
"699";"AN_VVM_004_3160_18";"Structuur";"doorzicht";"voor diepe plassen : Secchi-diepte in m";"Decimaal getal";NA;NA;0
"700";"AN_ZAM_002_3150_17";"Structuur";"doorzicht";"voor diepe plassen : Secchi-diepte in m";"Decimaal getal";NA;NA;0
"701";"AN_ZAM_003_3150_17";"Structuur";"doorzicht";"voor diepe plassen : Secchi-diepte in m";"Decimaal getal";NA;NA;0
"702";"AN_ZEG_002_3130n_17";"Structuur";"doorzicht";"voor diepe plassen : Secchi-diepte in m";"Decimaal getal";NA;NA;0
"703";"AN_ZEG_002_3150_17";"Structuur";"doorzicht";"voor diepe plassen : Secchi-diepte in m";"Decimaal getal";NA;NA;0
"704";"AN_ZEG_003_3150_17";"Structuur";"doorzicht";"voor diepe plassen : Secchi-diepte in m";"Decimaal getal";NA;NA;0
"705";"AN_ZEG_004_3130a_18";"Structuur";"doorzicht";"voor diepe plassen : Secchi-diepte in m";"Decimaal getal";NA;NA;0
"706";"LI_ABH_011_3160_17";"Structuur";"doorzicht";"voor diepe plassen : Secchi-diepte in m";"Decimaal getal";NA;NA;0
"707";"LI_BAT_001_3130a_18";"Structuur";"doorzicht";"voor diepe plassen : Secchi-diepte in m";"Decimaal getal";NA;NA;0
"708";"LI_BAT_001_3160_18";"Structuur";"doorzicht";"voor diepe plassen : Secchi-diepte in m";"Decimaal getal";NA;NA;0
"709";"LI_BBV_001_3130a_18";"Structuur";"doorzicht";"voor diepe plassen : Secchi-diepte in m";"Decimaal getal";NA;NA;0
"710";"LI_BEG_002_3130a_18";"Structuur";"doorzicht";"voor diepe plassen : Secchi-diepte in m";"Decimaal getal";NA;NA;0
"711";"LI_BEG_003_3130a_18";"Structuur";"doorzicht";"voor diepe plassen : Secchi-diepte in m";"Decimaal getal";NA;NA;0
"712";"LI_BER_001_3130a_18";"Structuur";"doorzicht";"voor diepe plassen : Secchi-diepte in m";"Decimaal getal";NA;NA;0
"713";"LI_BER_001_3130n_18";"Structuur";"doorzicht";"voor diepe plassen : Secchi-diepte in m";"Decimaal getal";NA;NA;0
"714";"LI_BER_003_3130n_18";"Structuur";"doorzicht";"voor diepe plassen : Secchi-diepte in m";"Decimaal getal";NA;NA;0
"715";"LI_BER_003_3140_18";"Structuur";"doorzicht";"voor diepe plassen : Secchi-diepte in m";"Decimaal getal";NA;NA;0
"716";"LI_BER_004_3130a_18";"Structuur";"doorzicht";"voor diepe plassen : Secchi-diepte in m";"Decimaal getal";NA;NA;0
"717";"LI_BOK_001_3150_18";"Structuur";"doorzicht";"voor diepe plassen : Secchi-diepte in m";"Decimaal getal";NA;NA;0
"718";"LI_BOK_002_3130n_18";"Structuur";"doorzicht";"voor diepe plassen : Secchi-diepte in m";"Decimaal getal";NA;NA;0
"719";"LI_BOK_003_3130n_18";"Structuur";"doorzicht";"voor diepe plassen : Secchi-diepte in m";"Decimaal getal";NA;NA;0
"720";"LI_BOK_004_3130a_16";"Structuur";"doorzicht";"voor diepe plassen : Secchi-diepte in m";"Decimaal getal";NA;NA;0
"721";"LI_BOK_004_3130n_16";"Structuur";"doorzicht";"voor diepe plassen : Secchi-diepte in m";"Decimaal getal";NA;NA;0
"722";"LI_BOK_006_3130a_16";"Structuur";"doorzicht";"voor diepe plassen : Secchi-diepte in m";"Decimaal getal";NA;NA;0
"723";"LI_BOK_006_3130n_16";"Structuur";"doorzicht";"voor diepe plassen : Secchi-diepte in m";"Decimaal getal";NA;NA;0
"724";"LI_BOK_007_3130a_17";"Structuur";"doorzicht";"voor diepe plassen : Secchi-diepte in m";"Decimaal getal";NA;NA;0
"725";"LI_BOK_007_3130n_17";"Structuur";"doorzicht";"voor diepe plassen : Secchi-diepte in m";"Decimaal getal";NA;NA;0
"726";"LI_BOK_008_3130a_16";"Structuur";"doorzicht";"voor diepe plassen : Secchi-diepte in m";"Decimaal getal";NA;NA;0
"727";"LI_BOK_008_3130n_16";"Structuur";"doorzicht";"voor diepe plassen : Secchi-diepte in m";"Decimaal getal";NA;NA;0
"728";"LI_DKV_002_3140_17";"Structuur";"doorzicht";"voor diepe plassen : Secchi-diepte in m";"Decimaal getal";NA;NA;0
"729";"LI_DON_002_3130a_17";"Structuur";"doorzicht";"voor diepe plassen : Secchi-diepte in m";"Decimaal getal";NA;NA;0
"730";"LI_DON_002_3160_17";"Structuur";"doorzicht";"voor diepe plassen : Secchi-diepte in m";"Decimaal getal";NA;NA;0
"731";"LI_DON_003_3160_17";"Structuur";"doorzicht";"voor diepe plassen : Secchi-diepte in m";"Decimaal getal";NA;NA;0
"732";"LI_EGO_001_3150_18";"Structuur";"doorzicht";"voor diepe plassen : Secchi-diepte in m";"Decimaal getal";NA;NA;0
"733";"LI_HAG_001_3160_18";"Structuur";"doorzicht";"voor diepe plassen : Secchi-diepte in m";"Decimaal getal";NA;NA;0
"734";"LI_HAG_002_3130a_18";"Structuur";"doorzicht";"voor diepe plassen : Secchi-diepte in m";"Decimaal getal";NA;NA;0
"735";"LI_HAG_003_3160_18";"Structuur";"doorzicht";"voor diepe plassen : Secchi-diepte in m";"Decimaal getal";NA;NA;0
"736";"LI_HAG_004_3130a_18";"Structuur";"doorzicht";"voor diepe plassen : Secchi-diepte in m";"Decimaal getal";NA;NA;0
"737";"LI_HAG_004_3130n_18";"Structuur";"doorzicht";"voor diepe plassen : Secchi-diepte in m";"Decimaal getal";NA;NA;0
"738";"LI_HOE_001_3130a_18";"Structuur";"doorzicht";"voor diepe plassen : Secchi-diepte in m";"Decimaal getal";NA;NA;0
"739";"LI_JUF_001_3130a_18";"Structuur";"doorzicht";"voor diepe plassen : Secchi-diepte in m";"Decimaal getal";NA;NA;0
"740";"LI_JUF_001_3130n_18";"Structuur";"doorzicht";"voor diepe plassen : Secchi-diepte in m";"Decimaal getal";NA;NA;0
"741";"LI_LAN_008_3150_16";"Structuur";"doorzicht";"voor diepe plassen : Secchi-diepte in m";"Decimaal getal";NA;NA;0
"742";"LI_LOM_001_3130a_18";"Structuur";"doorzicht";"voor diepe plassen : Secchi-diepte in m";"Decimaal getal";NA;NA;0
"743";"LI_MAT_001_3130n_16";"Structuur";"doorzicht";"voor diepe plassen : Secchi-diepte in m";"Decimaal getal";NA;NA;0
"744";"LI_MAT_002_3130a_16";"Structuur";"doorzicht";"voor diepe plassen : Secchi-diepte in m";"Decimaal getal";NA;NA;0
"745";"LI_MAT_002_3130n_16";"Structuur";"doorzicht";"voor diepe plassen : Secchi-diepte in m";"Decimaal getal";NA;NA;0
"746";"LI_MAT_002_3140_16";"Structuur";"doorzicht";"voor diepe plassen : Secchi-diepte in m";"Decimaal getal";NA;NA;0
"747";"LI_MAT_003_3150_16";"Structuur";"doorzicht";"voor diepe plassen : Secchi-diepte in m";"Decimaal getal";NA;NA;0
"748";"LI_MAT_004_3130n_16";"Structuur";"doorzicht";"voor diepe plassen : Secchi-diepte in m";"Decimaal getal";NA;NA;0
"749";"LI_MAT_007_3140_16";"Structuur";"doorzicht";"voor diepe plassen : Secchi-diepte in m";"Decimaal getal";NA;NA;0
"750";"LI_MAT_007_3150_16";"Structuur";"doorzicht";"voor diepe plassen : Secchi-diepte in m";"Decimaal getal";NA;NA;0
"751";"LI_MAT_009_3130n_16";"Structuur";"doorzicht";"voor diepe plassen : Secchi-diepte in m";"Decimaal getal";NA;NA;0
"752";"LI_MAT_011_3130n_18";"Structuur";"doorzicht";"voor diepe plassen : Secchi-diepte in m";"Decimaal getal";NA;NA;0
"753";"LI_MAT_012_3130n_18";"Structuur";"doorzicht";"voor diepe plassen : Secchi-diepte in m";"Decimaal getal";NA;NA;0
"754";"LI_MEC_001_3160_16";"Structuur";"doorzicht";"voor diepe plassen : Secchi-diepte in m";"Decimaal getal";NA;NA;0
"755";"LI_MEC_002_3160_16";"Structuur";"doorzicht";"voor diepe plassen : Secchi-diepte in m";"Decimaal getal";NA;NA;0
"756";"LI_MLV_002_3130n_18";"Structuur";"doorzicht";"voor diepe plassen : Secchi-diepte in m";"Decimaal getal";NA;NA;0
"757";"LI_MLV_010_3130a_17";"Structuur";"doorzicht";"voor diepe plassen : Secchi-diepte in m";"Decimaal getal";NA;NA;0
"758";"LI_MLV_010_3130n_17";"Structuur";"doorzicht";"voor diepe plassen : Secchi-diepte in m";"Decimaal getal";NA;NA;0
"759";"LI_MLV_010_3140_17";"Structuur";"doorzicht";"voor diepe plassen : Secchi-diepte in m";"Decimaal getal";NA;NA;0
"760";"LI_MLV_011_3130n_18";"Structuur";"doorzicht";"voor diepe plassen : Secchi-diepte in m";"Decimaal getal";NA;NA;0
"761";"LI_MLV_014_3130n_18";"Structuur";"doorzicht";"voor diepe plassen : Secchi-diepte in m";"Decimaal getal";NA;NA;0
"762";"LI_MLV_016_3130a_17";"Structuur";"doorzicht";"voor diepe plassen : Secchi-diepte in m";"Decimaal getal";NA;NA;0
"763";"LI_MLV_016_3130n_17";"Structuur";"doorzicht";"voor diepe plassen : Secchi-diepte in m";"Decimaal getal";NA;NA;0
"764";"LI_MLV_016_3140_17";"Structuur";"doorzicht";"voor diepe plassen : Secchi-diepte in m";"Decimaal getal";NA;NA;0
"765";"LI_MLV_026_3130a_16";"Structuur";"doorzicht";"voor diepe plassen : Secchi-diepte in m";"Decimaal getal";NA;NA;0
"766";"LI_MLV_026_3130n_16";"Structuur";"doorzicht";"voor diepe plassen : Secchi-diepte in m";"Decimaal getal";NA;NA;0
"767";"LI_MOB_001_3130n_18";"Structuur";"doorzicht";"voor diepe plassen : Secchi-diepte in m";"Decimaal getal";NA;NA;0
"768";"LI_MOB_001_3150_18";"Structuur";"doorzicht";"voor diepe plassen : Secchi-diepte in m";"Decimaal getal";NA;NA;0
"769";"LI_MUN_002_3130n_17";"Structuur";"doorzicht";"voor diepe plassen : Secchi-diepte in m";"Decimaal getal";NA;NA;0
"770";"LI_OPH_005_3160_16";"Structuur";"doorzicht";"voor diepe plassen : Secchi-diepte in m";"Decimaal getal";NA;NA;0
"771";"LI_OPH_006_3160_16";"Structuur";"doorzicht";"voor diepe plassen : Secchi-diepte in m";"Decimaal getal";NA;NA;0
"772";"LI_PIJ_001_3160_16";"Structuur";"doorzicht";"voor diepe plassen : Secchi-diepte in m";"Decimaal getal";NA;NA;0
"773";"LI_PIJ_002_3130a_17";"Structuur";"doorzicht";"voor diepe plassen : Secchi-diepte in m";"Decimaal getal";NA;NA;0
"774";"LI_PIJ_002_3160_17";"Structuur";"doorzicht";"voor diepe plassen : Secchi-diepte in m";"Decimaal getal";NA;NA;0
"775";"LI_SBB_004_3130n_16";"Structuur";"doorzicht";"voor diepe plassen : Secchi-diepte in m";"Decimaal getal";NA;NA;0
"776";"LI_SBB_005_3130a_16";"Structuur";"doorzicht";"voor diepe plassen : Secchi-diepte in m";"Decimaal getal";NA;NA;0
"777";"LI_SBB_005_3160_16";"Structuur";"doorzicht";"voor diepe plassen : Secchi-diepte in m";"Decimaal getal";NA;NA;0
"778";"LI_SCH_001_3130n_18";"Structuur";"doorzicht";"voor diepe plassen : Secchi-diepte in m";"Decimaal getal";NA;NA;0
"779";"LI_SLU_001_3130a_18";"Structuur";"doorzicht";"voor diepe plassen : Secchi-diepte in m";"Decimaal getal";NA;NA;0
"780";"LI_SLU_001_3130n_18";"Structuur";"doorzicht";"voor diepe plassen : Secchi-diepte in m";"Decimaal getal";NA;NA;0
"781";"LI_TEU_004_3130a_17";"Structuur";"doorzicht";"voor diepe plassen : Secchi-diepte in m";"Decimaal getal";NA;NA;0
