"";"ID";"Habitattype";"Versie";"Kwaliteitsniveau";"Status";"Aggregatiemethode";"Index_min_min";"Index_min_harm";"Index_harm_harm"
"194";"TR291000.2_19/06/2013";"3260";"Versie 3";1;FALSE;"RapportageHR";-0,158599429336347;-0,0591171022306486;0,0138605457591725
"195";"TR292600.1_20/06/2017";"3260";"Versie 2.0";1;TRUE;"RapportageHR";-1;-1;-1
"196";"TR292600.1_20/06/2017";"3260";"Versie 3";1;FALSE;"RapportageHR";-1;-1;-1
"197";"TR306500.1_3/07/2017";"3260";"Versie 2.0";1;TRUE;"RapportageHR";-1;-1;-1
"198";"TR306500.1_3/07/2017";"3260";"Versie 3";1;TRUE;"RapportageHR";-1;-1;-1
"199";"TR306500.2_1/08/2017";"3260";"Versie 2.0";1;FALSE;"RapportageHR";-1;-1;-1
"200";"TR306500.2_1/08/2017";"3260";"Versie 3";1;FALSE;"RapportageHR";-1;-1;-1
"201";"TR306500.3_3/07/2017";"3260";"Versie 2.0";1;FALSE;"RapportageHR";-0,428571428571429;-0,172413793103449;-0,0045961917268551
"202";"TR306500.3_3/07/2017";"3260";"Versie 3";1;FALSE;"RapportageHR";-0,428571428571429;-0,333333333333334;-0,271810115750124
"203";"TR306500.4_28/07/2014";"3260";"Versie 2.0";1;TRUE;"RapportageHR";0;0,471559615693462;0,478532859106494
"204";"TR306500.4_28/07/2014";"3260";"Versie 3";1;FALSE;"RapportageHR";-0,5;-0,14673945247689;-0,084069485208256
"205";"TR329000.2_19/08/2015";"3260";"Versie 2.0";1;TRUE;"RapportageHR";-1;-1;-1
"206";"TR329000.2_19/08/2015";"3260";"Versie 3";1;FALSE;"RapportageHR";-1;-1;-1
"207";"TR329000.3_19/08/2015";"3260";"Versie 2.0";1;TRUE;"RapportageHR";-1;-1;-1
"208";"TR329000.3_19/08/2015";"3260";"Versie 3";1;FALSE;"RapportageHR";-1;-1;-1
"209";"TR333500.2_7/09/2017";"3260";"Versie 2.0";1;TRUE;"RapportageHR";0,0357142857142857;0,437963569939676;0,469238468658985
"210";"TR333500.2_7/09/2017";"3260";"Versie 3";1;FALSE;"RapportageHR";0;0,199089717950486;0,317276168433042
"211";"TR333500.3_7/09/2017";"3260";"Versie 2.0";1;TRUE;"RapportageHR";0;0,244444444444444;0,246515270164448
"212";"TR333500.3_7/09/2017";"3260";"Versie 3";1;FALSE;"RapportageHR";-0,428571428571429;-0,19777711620522;-0,145946788949287
"213";"TR335600.3_18/08/2014";"3260";"Versie 2.0";1;TRUE;"RapportageHR";-1;-1;-1
"214";"TR335600.3_18/08/2014";"3260";"Versie 3";1;TRUE;"RapportageHR";-1;-1;-1
"215";"TR335600.3_24/07/2017";"3260";"Versie 2.0";1;TRUE;"RapportageHR";-1;-1;-1
"216";"TR335600.3_24/07/2017";"3260";"Versie 3";1;FALSE;"RapportageHR";-1;-1;-1
"217";"TR397500.1_29/08/2016";"3260";"Versie 2.0";1;TRUE;"RapportageHR";-1;-1;-1
"218";"TR397500.1_29/08/2016";"3260";"Versie 3";1;FALSE;"RapportageHR";-1;-1;-1
"219";"TR418000.1_19/09/2016";"3260";"Versie 2.0";1;TRUE;"RapportageHR";-1;-1;-1
"220";"TR418000.1_19/09/2016";"3260";"Versie 3";1;FALSE;"RapportageHR";-1;-1;-1
"221";"TR418000.6_28/09/2017";"3260";"Versie 2.0";1;TRUE;"RapportageHR";-1;-1;-1
"222";"TR418000.6_28/09/2017";"3260";"Versie 3";1;TRUE;"RapportageHR";-1;-1;-1
"223";"TR488000.2_1/09/2016";"3260";"Versie 2.0";1;TRUE;"RapportageHR";-1;-1;-1
"224";"TR488000.2_1/09/2016";"3260";"Versie 3";1;FALSE;"RapportageHR";-1;-1;-1
"225";"TR489750.1_22/07/2014";"3260";"Versie 2.0";1;TRUE;"RapportageHR";-1;-1;-1
"226";"TR489750.1_22/07/2014";"3260";"Versie 3";1;TRUE;"RapportageHR";-1;-1;-1
"227";"TR72000.2_30/08/2016";"3260";"Versie 2.0";1;TRUE;"RapportageHR";0;0,398913043478261;0,41896361631753
"228";"TR72000.2_30/08/2016";"3260";"Versie 3";1;FALSE;"RapportageHR";0;0,169051204819277;0,273442451810149
"229";"TR834600.5_17/09/2013";"3260";"Versie 2.0";1;TRUE;"RapportageHR";-1;-1;-1
"230";"TR834600.5_17/09/2013";"3260";"Versie 3";1;FALSE;"RapportageHR";-1;-1;-1
"231";"TR84000.1_19/08/2013";"3260";"Versie 2.0";1;FALSE;"RapportageHR";-1;-1;-1
"232";"TR84000.1_19/08/2013";"3260";"Versie 3";1;FALSE;"RapportageHR";-1;-1;-1
"233";"TR84000.3_19/08/2013";"3260";"Versie 2.0";1;TRUE;"RapportageHR";-1;-1;-1
