"ID";"Habitattype";"Habitatsubtype";"Phab";"Versie";"SBZH";"Regio";"PlotWeight";"StratumWeight";"WeightComb";"nGunstig";"nIndicatoren";"n_zb_Ongunstig";"AandeelGunstig";"Status_habitatvlek"
"VBI2392063";"9130";"9130";100;"Versie 3";"Binnen";"Atlantic";1;1;1;9;10;0;90;1
"VBI2392067";"9130";"9130";100;"Versie 2.0";"Binnen";"Atlantic";1;1;1;7;10;0;70;1
"VBI2392067";"9130";"9130";100;"Versie 3";"Binnen";"Atlantic";1;1;1;9;10;0;90;1
"VBI2413019";"9160";"9160";100;"Versie 2.0";"Buiten";"Atlantic";1;1,02973381881936;1,02973381881936;7;10;1;70;0
"VBI2413019";"9160";"9160";100;"Versie 3";"Buiten";"Atlantic";1;1,02973381881936;1,02973381881936;6;10;2;60;0
"VBI274049";"91E0";"91E0_vo";100;"Versie 2.0";"Binnen";"Atlantic";0,75;1;0,75;4;10;3;40;0
"VBI274049";"91E0";"91E0_vo";100;"Versie 3";"Binnen";"Atlantic";0,75;1;0,75;5;10;3;50;0
"VBI274050";"9190";"9190";50;"Versie 2.0";"Binnen";"Atlantic";0,93;1;0,93;5;11;3;45,4545454545455;0
"VBI274050";"9190";"9190";50;"Versie 3";"Binnen";"Atlantic";0,93;1;0,93;7;10;2;70;0
"VBI274067";"9190";"9190";70;"Versie 2.0";"Buiten";"Atlantic";1;1,32471960632478;1,32471960632478;7;11;1;63,6363636363636;0
"VBI274067";"9190";"9190";70;"Versie 3";"Buiten";"Atlantic";1;1,32471960632478;1,32471960632478;7;10;1;70;0
"VBI274090";"9190";"9190";100;"Versie 2.0";"Binnen";"Atlantic";1;1;1;5;11;1;45,4545454545455;0
"VBI274090";"9190";"9190";100;"Versie 3";"Binnen";"Atlantic";1;1;1;5;10;1;50;0
"VBI274143";"9120";"9120";100;"Versie 2.0";"Buiten";"Atlantic";1;1,08658788131202;1,08658788131202;6;11;2;54,5454545454545;0
"VBI274143";"9120";"9120";100;"Versie 3";"Buiten";"Atlantic";1;1,08658788131202;1,08658788131202;5;10;2;50;0
"VBI277038";"9190";"9190";70;"Versie 2.0";"Buiten";"Atlantic";1;1,32471960632478;1,32471960632478;6;11;1;54,5454545454545;0
"VBI277038";"9190";"9190";70;"Versie 3";"Buiten";"Atlantic";1;1,32471960632478;1,32471960632478;8;10;1;80;0
"VBI278041";"9190";"9190";100;"Versie 2.0";"Buiten";"Atlantic";1;1,32471960632478;1,32471960632478;5;11;1;45,4545454545455;0
"VBI278041";"9190";"9190";100;"Versie 3";"Buiten";"Atlantic";1;1,32471960632478;1,32471960632478;6;10;1;60;0
"VBI278044";"9190";"9190";50;"Versie 2.0";"Binnen";"Atlantic";1;1;1;5;11;3;45,4545454545455;0
"VBI278044";"9190";"9190";50;"Versie 3";"Binnen";"Atlantic";1;1;1;7;10;2;70;0
"VBI278046";"9190";"9190";100;"Versie 2.0";"Binnen";"Atlantic";1;1;1;4;11;2;36,3636363636364;0
"VBI278046";"9190";"9190";100;"Versie 3";"Binnen";"Atlantic";1;1;1;4;10;2;40;0
"VBI278059";"9190";"9190";100;"Versie 2.0";"Buiten";"Atlantic";0,52;1,32471960632478;0,688854195288887;4;11;2;36,3636363636364;0
"VBI278059";"9190";"9190";100;"Versie 3";"Buiten";"Atlantic";0,52;1,32471960632478;0,688854195288887;5;10;2;50;0
"VBI278060";"9190";"9190";50;"Versie 2.0";"Buiten";"Atlantic";1;1,32471960632478;1,32471960632478;3;11;3;27,2727272727273;0
"VBI278060";"9190";"9190";50;"Versie 3";"Buiten";"Atlantic";1;1,32471960632478;1,32471960632478;6;10;2;60;0
"VBI278135";"9190";"9190";50;"Versie 2.0";"Binnen";"Atlantic";0,8;1;0,8;7;11;2;63,6363636363636;0
"VBI278135";"9190";"9190";50;"Versie 3";"Binnen";"Atlantic";0,8;1;0,8;7;10;2;70;0
"VBI278148";"9120";"9120";100;"Versie 2.0";"Buiten";"Atlantic";1;1,08658788131202;1,08658788131202;6;11;1;54,5454545454545;0
"VBI278148";"9120";"9120";100;"Versie 3";"Buiten";"Atlantic";1;1,08658788131202;1,08658788131202;6;10;1;60;0
"VBI278156";"9120";"9120";100;"Versie 2.0";"Binnen";"Atlantic";1;1;1;6;11;1;54,5454545454545;0
"VBI278156";"9120";"9120";100;"Versie 3";"Binnen";"Atlantic";1;1;1;8;10;1;80;0
"VBI281133";"9190";"9190";70;"Versie 2.0";"Binnen";"Atlantic";1;1;1;6;11;2;54,5454545454545;0
"VBI281133";"9190";"9190";70;"Versie 3";"Binnen";"Atlantic";1;1;1;7;10;2;70;0
"VBI284016";"91E0";"91E0_vn";100;"Versie 2.0";"Buiten";"Atlantic";1;1;1;3;10;3;30;0
"VBI284016";"91E0";"91E0_vn";100;"Versie 3";"Buiten";"Atlantic";1;1;1;4;10;2;40;0
"VBI285126";"9120";"9120";70;"Versie 2.0";"Buiten";"Atlantic";1;1,08658788131202;1,08658788131202;4;11;2;36,3636363636364;0
"VBI285126";"9120";"9120";70;"Versie 3";"Buiten";"Atlantic";1;1,08658788131202;1,08658788131202;4;10;2;40;0
"VBI285147";"9120";"9120";100;"Versie 2.0";"Buiten";"Atlantic";1;1,08658788131202;1,08658788131202;5;11;2;45,4545454545455;0
"VBI285147";"9120";"9120";100;"Versie 3";"Buiten";"Atlantic";1;1,08658788131202;1,08658788131202;5;10;2;50;0
"VBI285155";"9190";"9190";50;"Versie 2.0";"Buiten";"Atlantic";1;1,32471960632478;1,32471960632478;6;11;2;54,5454545454545;0
"VBI285155";"9190";"9190";50;"Versie 3";"Buiten";"Atlantic";1;1,32471960632478;1,32471960632478;6;10;2;60;0
"VBI286145";"9120";"9120";100;"Versie 2.0";"Buiten";"Atlantic";0,72;1,08658788131202;0,782343274544652;5;11;2;45,4545454545455;0
"VBI286145";"9120";"9120";100;"Versie 3";"Buiten";"Atlantic";0,72;1,08658788131202;0,782343274544652;5;10;2;50;0
"VBI288040";"9190";"9190";100;"Versie 2.0";"Binnen";"Atlantic";1;1;1;5;11;3;45,4545454545455;0
"VBI288040";"9190";"9190";100;"Versie 3";"Binnen";"Atlantic";1;1;1;7;10;2;70;0
"VBI288113";"9120";"9120";60;"Versie 2.0";"Binnen";"Atlantic";1;1;1;6;11;1;54,5454545454545;0
"VBI288113";"9120";"9120";60;"Versie 3";"Binnen";"Atlantic";1;1;1;5;10;2;50;0
"VBI288121";"9190";"9190";100;"Versie 2.0";"Binnen";"Atlantic";1;1;1;6;11;1;54,5454545454545;0
"VBI288121";"9190";"9190";100;"Versie 3";"Binnen";"Atlantic";1;1;1;8;10;1;80;0
"VBI288123";"9190";"9190";95;"Versie 2.0";"Binnen";"Atlantic";1;1;1;6;11;3;54,5454545454545;0
"VBI288123";"9190";"9190";95;"Versie 3";"Binnen";"Atlantic";1;1;1;8;10;2;80;0
"VBI288129";"9120";"9120";100;"Versie 2.0";"Binnen";"Atlantic";0,42;1;0,42;6;10;1;60;0
"VBI288129";"9120";"9120";100;"Versie 3";"Binnen";"Atlantic";0,42;1;0,42;7;9;1;77,7777777777778;0
"VBI288134";"9190";"9190";70;"Versie 2.0";"Buiten";"Atlantic";1;1,32471960632478;1,32471960632478;5;11;2;45,4545454545455;0
"VBI288134";"9190";"9190";70;"Versie 3";"Buiten";"Atlantic";1;1,32471960632478;1,32471960632478;6;10;2;60;0
"VBI288144";"91E0";"91E0_vm";100;"Versie 2.0";"Binnen";"Atlantic";0,87;1;0,87;5;10;1;50;0
"VBI288144";"91E0";"91E0_vm";100;"Versie 3";"Binnen";"Atlantic";0,87;1;0,87;6;10;1;60;0
"VBI288155";"9190";"9190";100;"Versie 2.0";"Binnen";"Atlantic";0,76;1;0,76;7;11;2;63,6363636363636;0
"VBI288155";"9190";"9190";100;"Versie 3";"Binnen";"Atlantic";0,76;1;0,76;7;10;3;70;0
"VBI288156";"91E0";"91E0_vm";100;"Versie 2.0";"Binnen";"Atlantic";1;1;1;5;10;1;50;0
"VBI288156";"91E0";"91E0_vm";100;"Versie 3";"Binnen";"Atlantic";1;1;1;5;10;2;50;0
"VBI288160";"91E0";"91E0_vm";80;"Versie 2.0";"Binnen";"Atlantic";1;1;1;6;10;2;60;0
"VBI288160";"91E0";"91E0_vm";80;"Versie 3";"Binnen";"Atlantic";1;1;1;6;10;3;60;0
"VBI291017";"9190";"9190";50;"Versie 2.0";"Buiten";"Atlantic";1;1,32471960632478;1,32471960632478;5;11;2;45,4545454545455;0
"VBI291017";"9190";"9190";50;"Versie 3";"Buiten";"Atlantic";1;1,32471960632478;1,32471960632478;5;10;2;50;0
"VBI295001";"9190";"9190";100;"Versie 2.0";"Binnen";"Atlantic";1;1;1;6;11;2;54,5454545454545;0
"VBI295001";"9190";"9190";100;"Versie 3";"Binnen";"Atlantic";1;1;1;7;10;2;70;0
"VBI295041";"91E0";"91E0_vo";100;"Versie 2.0";"Binnen";"Atlantic";1;1;1;5;10;2;50;0
"VBI295041";"91E0";"91E0_vo";100;"Versie 3";"Binnen";"Atlantic";1;1;1;7;10;2;70;0
"VBI296073";"9190";"9190";100;"Versie 2.0";"Binnen";"Atlantic";0,5;1;0,5;5;11;3;45,4545454545455;0
"VBI296073";"9190";"9190";100;"Versie 3";"Binnen";"Atlantic";0,5;1;0,5;5;10;3;50;0
"VBI296103";"9120";"9120";100;"Versie 2.0";"Binnen";"Atlantic";1;1;1;4;11;2;36,3636363636364;0
"VBI296103";"9120";"9120";100;"Versie 3";"Binnen";"Atlantic";1;1;1;5;10;2;50;0
"VBI296137";"9190";"9190";70;"Versie 2.0";"Buiten";"Atlantic";0,89;1,32471960632478;1,17900044962906;6;11;1;54,5454545454545;0
"VBI296137";"9190";"9190";70;"Versie 3";"Buiten";"Atlantic";0,89;1,32471960632478;1,17900044962906;5;10;1;50;0
